province,province_code,city,city_code,geometry,year
青海省,630000,果洛藏族自治州,632600,"MULTIPOLYGON (((99.0101 35.6012, 98.9876 35.5901, 98.9793 35.5823, 98.9663 35.552, 98.9592 35.5443, 98.9484 35.5406, 98.9217 35.5376, 98.8926 35.539, 98.8659 35.5435, 98.8554 35.5491, 98.8374 35.5664, 98.8075 35.5851, 98.785 35.5971, 98.772 35.6, 98.7631 35.5933, 98.7572 35.5456, 98.7524 35.5358, 98.7439 35.5294, 98.7325 35.5254, 98.6765 35.5163, 98.6643 35.5119, 98.644 35.4981, 98.6209 35.4778, 98.6001 35.4649, 98.5621 35.4524, 98.5351 35.4477, 98.5089 35.4474, 98.4963 35.4501, 98.4591 35.4652, 98.4338 35.4724, 98.4069 35.4708, 98.3656 35.462, 98.353 35.4611, 98.3415 35.4633, 98.3137 35.4961, 98.3027 35.4985, 98.2892 35.4983, 98.2636 35.4943, 98.2407 35.4859, 98.2312 35.4795, 98.2254 35.4713, 98.2157 35.4188, 98.2098 35.4099, 98.2011 35.4026, 98.1785 35.3908, 98.1401 35.3773, 98.0767 35.368, 98.0663 35.3611, 98.0632 35.3521, 98.0636 35.3408, 98.0694 35.3015, 98.0652 35.2911, 98.0544 35.2852, 98.0424 35.2827, 98.017 35.2816, 97.9657 35.2838, 97.9259 35.2894, 97.849 35.3089, 97.7389 35.3489, 97.659 35.3583, 97.6246 35.3679, 97.6106 35.3685, 97.606 35.3604, 97.6126 35.3122, 97.6122 35.3011, 97.6085 35.2914, 97.5933 35.2754, 97.5817 35.2684, 97.5698 35.2646, 97.5576 35.2639, 97.5313 35.2671, 97.4016 35.3011, 97.3751 35.3019, 97.321 35.2976, 97.2819 35.2127, 97.252 35.1649, 97.2287 35.1391, 97.1866 35.1111, 97.1704 35.0951, 97.1633 35.0755, 97.1586 35.032, 97.1516 35.0115, 97.1324 34.9717, 97.1069 34.9331, 97.0907 34.9161, 97.081 34.9096, 97.0558 34.9031, 97.0129 34.8992, 97.0013 34.8956, 96.9927 34.8895, 96.987 34.881, 96.9716 34.8269, 96.9356 34.7842, 96.9325 34.7734, 96.9372 34.7634, 96.9454 34.7559, 96.994 34.7257, 97.036 34.6746, 97.0617 34.651, 97.084 34.6405, 97.1238 34.6313, 97.1477 34.6225, 97.1689 34.6077, 97.1859 34.5893, 97.1901 34.5799, 97.1902 34.5706, 97.186 34.5609, 97.1521 34.5171, 97.1509 34.5068, 97.1602 34.5007, 97.1829 34.4945, 97.21 34.4902, 97.2518 34.4872, 97.2739 34.4791, 97.2883 34.4628, 97.3086 34.4211, 97.3266 34.3925, 97.3479 34.3657, 97.4008 34.3178, 97.4442 34.2917, 97.4618 34.2767, 97.4708 34.257, 97.4784 34.2244, 97.4898 34.206, 97.507 34.1907, 97.5245 34.1789, 97.5477 34.1695, 97.5601 34.1701, 97.5693 34.1774, 97.5939 34.212, 97.6027 34.218, 97.6115 34.2119, 97.6164 34.2029, 97.6298 34.1663, 97.6392 34.148, 97.6705 34.1011, 97.6845 34.0855, 97.682 34.1324, 97.751 34.1744, 97.79 34.2189, 97.8303 34.2449, 97.8322 34.2531, 97.9844 34.1463, 98.0198 34.1307, 98.0977 34.1257, 98.2364 34.0899, 98.3976 34.0927, 98.4031 34.0739, 98.4105 34.0484, 98.4401 34.0084, 98.4392 33.9772, 98.4228 33.9389, 98.438 33.8944, 98.5031 33.784, 98.592 33.723, 98.6217 33.6815, 98.6527 33.553, 98.7369 33.4991, 98.7361 33.4371, 98.7781 33.3579, 98.8056 33.2229, 98.8292 33.1738, 98.8493 33.1586, 98.9057 33.1289, 98.9533 33.1131, 98.9879 33.0872, 99.1119 33.0768, 99.1935 33.0362, 99.2304 32.9884, 99.2786 32.8914, 99.2951 32.8886, 99.298 32.8881, 99.311 32.8859, 99.3223 32.884, 99.3677 32.8847, 99.404 32.8853, 99.4151 32.8862, 99.4677 32.8638, 99.4935 32.8632, 99.6744 32.7856, 99.6907 32.7797, 99.7246 32.7209, 99.8035 32.8562, 99.8018 32.9529, 99.8862 33.0397, 99.8934 33.0372, 99.8953 33.0366, 100.0463 32.9276, 100.1118 32.8516, 100.14 32.7376, 100.1007 32.6705, 100.1013 32.66, 100.1977 32.6129, 100.2097 32.6109, 100.2235 32.6205, 100.2357 32.6444, 100.2434 32.7221, 100.2617 32.7381, 100.3978 32.7373, 100.4953 32.658, 100.5297 32.5846, 100.6008 32.55, 100.6541 32.5356, 100.6629 32.5332, 100.6815 32.5381, 100.7194 32.6091, 100.6848 32.6604, 100.6896 32.6827, 100.9393 32.6069, 100.9896 32.6229, 101.0387 32.6719, 101.0769 32.6779, 101.085 32.6792, 101.1286 32.6519, 101.1274 32.6588, 101.184 32.6795, 101.2017 32.694, 101.2387 32.7547, 101.2339 32.8317, 101.2157 32.8698, 101.192 32.8862, 101.1215 32.9127, 101.1224 32.9902, 101.2121 32.9982, 101.2104 33.0249, 101.1678 33.0416, 101.1575 33.0536, 101.1565 33.0564, 101.0972 33.2115, 101.1068 33.2234, 101.1933 33.2749, 101.227 33.2851, 101.2553 33.2852, 101.2884 33.2726, 101.3217 33.2499, 101.3539 33.2082, 101.3723 33.1633, 101.3872 33.1488, 101.4012 33.1582, 101.4042 33.2094, 101.4129 33.2306, 101.4338 33.2357, 101.4894 33.2322, 101.5394 33.206, 101.624 33.1185, 101.6499 33.1124, 101.659 33.1269, 101.6596 33.1759, 101.6819 33.2263, 101.7086 33.2458, 101.7201 33.2691, 101.708 33.2918, 101.6742 33.2994, 101.6545 33.3157, 101.6524 33.3453, 101.6637 33.3949, 101.6732 33.4138, 101.6911 33.4273, 101.7692 33.441, 101.7887 33.4505, 101.7939 33.4707, 101.7853 33.5153, 101.7375 33.4832, 101.6824 33.4777, 101.6387 33.4804, 101.6237 33.4869, 101.6056 33.6085, 101.5794 33.6994, 101.5269 33.6983, 101.42 33.6656, 101.3604 33.6342, 101.2554 33.6564, 101.1932 33.6154, 101.1823 33.6811, 101.2153 33.7661, 101.0398 33.8846, 101.0284 33.886, 100.951 33.9731, 100.9348 34.0035, 100.9254 34.0212, 100.8421 34.1218, 100.7704 34.1816, 100.7764 34.2096, 100.8037 34.3359, 100.9089 34.3869, 100.9209 34.3874, 100.9442 34.3824, 100.9672 34.4383, 100.9728 34.4704, 100.9719 34.5027, 100.9632 34.5217, 100.927 34.5543, 100.9071 34.6021, 100.8866 34.6643, 100.8753 34.6987, 100.8481 34.7198, 100.8274 34.7199, 100.7693 34.6859, 100.729 34.6763, 100.7011 34.6742, 100.6856 34.6845, 100.6672 34.7017, 100.6387 34.7358, 100.6105 34.7076, 100.6017 34.7092, 100.599 34.7115, 100.5684 34.7372, 100.5536 34.7442, 100.5161 34.7748, 100.4924 34.7972, 100.4523 34.8099, 100.4119 34.8152, 100.3784 34.8219, 100.3603 34.8227, 100.3478 34.8233, 100.3426 34.8275, 100.3148 34.8542, 100.316 34.8644, 100.3032 34.8763, 100.2986 34.8913, 100.1733 34.8982, 100.1463 34.8979, 100.1341 34.8957, 100.1233 34.8916, 100.1147 34.8844, 100.094 34.855, 100.076 34.8394, 100.0407 34.8222, 100.0152 34.8153, 100.0025 34.814, 99.9769 34.8165, 99.9111 34.8311, 99.8444 34.8368, 99.7933 34.8489, 99.7452 34.8678, 99.6814 34.9067, 99.6255 34.9362, 99.6011 34.9443, 99.5487 34.9541, 99.4973 34.9679, 99.4728 34.9767, 99.4514 34.9887, 99.4241 35.0124, 99.4022 35.0396, 99.3925 35.0593, 99.3828 35.0909, 99.372 35.1099, 99.354 35.1251, 99.3125 35.153, 99.2764 35.1984, 99.2589 35.214, 99.2258 35.2317, 99.1937 35.2426, 99.1775 35.2529, 99.1783 35.3068, 99.1886 35.3252, 99.2281 35.3559, 99.2427 35.373, 99.2458 35.383, 99.2481 35.4263, 99.2583 35.4463, 99.2804 35.4751, 99.2873 35.4939, 99.2851 35.5032, 99.2791 35.5123, 99.2536 35.5397, 99.2477 35.5494, 99.2409 35.5698, 99.2309 35.6193, 99.1027 35.6177, 99.0628 35.6143, 99.036 35.6093, 99.0101 35.6012)))",2018
青海省,630000,海北藏族自治州,632200,"MULTIPOLYGON (((99.642 38.0717, 99.5806 38.0454, 99.5545 38.0384, 99.4722 38.0261, 99.4283 38.0239, 99.4014 38.02, 99.3899 38.0156, 99.3709 38.0026, 99.3561 37.9878, 99.3438 37.9676, 99.3431 37.9573, 99.352 37.95, 99.3992 37.9349, 99.4105 37.9283, 99.4466 37.8814, 99.4554 37.8741, 99.4665 37.8694, 99.5094 37.8673, 99.5366 37.8624, 99.5757 37.849, 99.6085 37.8302, 99.6161 37.8218, 99.6365 37.7813, 99.6642 37.7428, 99.6738 37.7234, 99.6751 37.7136, 99.6695 37.6932, 99.6571 37.673, 99.642 37.6549, 99.5834 37.6094, 99.5415 37.5672, 99.488 37.5317, 99.4729 37.5152, 99.4689 37.5056, 99.4617 37.4481, 99.4631 37.4454, 99.4725 37.4272, 99.4745 37.4125, 99.4661 37.3973, 99.4548 37.386, 99.4538 37.385, 99.42 37.3749, 99.4076 37.3586, 99.4074 37.3368, 99.4204 37.304, 99.4273 37.2985, 99.4319 37.2905, 99.4328 37.289, 99.4299 37.2733, 99.4244 37.26, 99.4215 37.2506, 99.4272 37.2159, 99.4303 37.2127, 99.4301 37.1904, 99.4436 37.1758, 99.4552 37.1659, 99.4611 37.1566, 99.4959 37.1496, 99.5064 37.1403, 99.5947 37.0983, 99.6598 37.059, 99.7222 37.0363, 99.7455 37.0254, 99.8268 36.9668, 99.8485 36.9537, 99.873 36.9463, 99.9298 36.9468, 99.9554 36.942, 99.9759 36.9278, 100.0041 36.9022, 100.0146 36.8962, 100.0264 36.8929, 100.0529 36.8924, 100.1094 36.8993, 100.1874 36.8631, 100.237 36.8466, 100.3614 36.8415, 100.3888 36.8386, 100.4144 36.8324, 100.4375 36.8216, 100.5363 36.7626, 100.5599 36.7522, 100.5988 36.7418, 100.6397 36.7362, 100.6804 36.7366, 100.7484 36.7456, 100.8021 36.756, 100.8289 36.7583, 100.8559 36.7561, 100.9097 36.7461, 100.9094 36.7854, 100.9108 36.7961, 100.9163 36.8055, 100.9275 36.8089, 100.94 36.8078, 100.9775 36.7992, 101.0028 36.7964, 101.0459 36.7968, 101.0725 36.8013, 101.0838 36.8058, 101.0928 36.8138, 101.1236 36.8559, 101.1485 36.8571, 101.1522 36.8563, 101.183 36.8931, 101.2281 36.9185, 101.2707 36.909, 101.2853 36.9496, 101.2708 37.0204, 101.2694 37.0498, 101.259 37.0568, 101.2181 37.0996, 101.1593 37.1446, 101.1451 37.1629, 101.1313 37.1954, 101.1183 37.2127, 101.1084 37.2178, 101.0956 37.2198, 101.04 37.2192, 101.0276 37.2223, 101.0079 37.2354, 100.9698 37.2818, 100.9384 37.3292, 100.8827 37.3766, 100.8669 37.4054, 100.8507 37.4568, 100.9438 37.4802, 100.9865 37.4452, 101.0177 37.4244, 101.0645 37.4014, 101.1152 37.3846, 101.1692 37.3751, 101.2518 37.3697, 101.3325 37.3549, 101.4725 37.3434, 101.4988 37.3385, 101.5099 37.3339, 101.5182 37.3267, 101.5393 37.285, 101.5479 37.2774, 101.5587 37.2718, 101.5842 37.2638, 101.7722 37.2231, 101.7978 37.2156, 101.8323 37.1987, 101.9085 37.1514, 101.9591 37.1189, 101.982 37.1074, 102.0699 37.084, 102.1197 37.0615, 102.1444 37.055, 102.1568 37.0554, 102.169 37.0587, 102.2184 37.0815, 102.2548 37.0882, 102.3515 37.0921, 102.5134 37.0933, 102.5134 37.1138, 102.6349 37.1071, 102.6561 37.1102, 102.6619 37.1168, 102.6576 37.1257, 102.6157 37.1805, 102.569 37.1953, 102.5494 37.2142, 102.51 37.2161, 102.4819 37.2278, 102.2623 37.3679, 102.254 37.381, 102.2568 37.4008, 102.2206 37.4301, 102.1449 37.4436, 102.1397 37.4615, 102.1586 37.4924, 102.1677 37.5456, 102.1621 37.562, 102.0415 37.6846, 102.0245 37.7018, 101.9163 37.6926, 101.8468 37.6492, 101.8344 37.6476, 101.7006 37.7022, 101.6317 37.7829, 101.548 37.8555, 101.5036 37.8638, 101.4442 37.8562, 101.4158 37.8346, 101.3849 37.7865, 101.3701 37.7792, 101.3558 37.7793, 101.3086 37.7986, 101.2561 37.8282, 101.1918 37.8346, 101.162 37.8634, 101.159 37.8736, 101.1446 37.9215, 101.1331 37.9312, 101.1281 37.9331, 101.0608 37.9578, 101.0234 37.9765, 100.9646 38.006, 100.9423 38.0072, 100.9188 37.9975, 100.9012 37.9999, 100.8967 38.0479, 100.9157 38.0959, 100.9261 38.1543, 100.9188 38.1615, 100.832 38.1376, 100.8072 38.1532, 100.7661 38.2147, 100.7419 38.2348, 100.6215 38.2332, 100.478 38.2589, 100.3396 38.2835, 100.3213 38.304, 100.2985 38.3558, 100.234 38.4239, 100.123 38.5128, 100.0515 38.4753, 100.0341 38.4399, 100.1391 38.3279, 100.1711 38.2411, 99.8734 38.3361, 99.7114 38.4129, 99.5194 38.5487, 99.4762 38.6071, 99.4312 38.626, 99.3603 38.686, 99.1859 38.7926, 99.062 38.8837, 99.0555 38.8987, 99.1041 38.933, 99.1046 38.9429, 98.9812 38.9647, 98.9187 38.9859, 98.7885 39.0724, 98.696 39.0955, 98.6771 39.0805, 98.5973 38.9537, 98.5683 38.9343, 98.5236 38.9304, 98.4425 38.9549, 98.3822 39.0334, 98.3435 39.0422, 98.2907 39.0444, 98.2815 39.0312, 98.2825 38.9865, 98.2696 38.9307, 98.2503 38.8989, 98.1685 38.84, 98.1194 38.8198, 98.0858 38.7896, 98.1106 38.737, 98.1279 38.7082, 98.1431 38.6916, 98.1653 38.6794, 98.2204 38.665, 98.2343 38.6639, 98.2633 38.6658, 98.2765 38.6636, 98.2997 38.6526, 98.3441 38.6253, 98.3814 38.6106, 98.4478 38.593, 98.5179 38.5842, 98.5406 38.5733, 98.5767 38.5383, 98.5871 38.5319, 98.599 38.5282, 98.6126 38.5274, 98.6714 38.5324, 98.6843 38.5305, 98.6953 38.5253, 98.7048 38.5174, 98.731 38.4897, 98.7412 38.4831, 98.7665 38.4781, 98.8245 38.4805, 98.8522 38.4773, 98.8933 38.4673, 98.929 38.4512, 98.9645 38.4225, 98.9779 38.4037, 98.9786 38.394, 98.9692 38.3867, 98.92 38.3721, 98.9079 38.3663, 98.9015 38.3587, 98.8993 38.3486, 98.9028 38.3282, 98.9141 38.3079, 98.9235 38.3015, 98.9645 38.289, 99.0277 38.2623, 99.0531 38.2587, 99.0659 38.2604, 99.0918 38.2688, 99.1424 38.2908, 99.1907 38.3166, 99.2026 38.3203, 99.2171 38.3207, 99.2283 38.316, 99.2588 38.294, 99.3071 38.2713, 99.3323 38.2621, 99.3587 38.2567, 99.4155 38.2577, 99.4426 38.2544, 99.5034 38.2277, 99.5726 38.214, 99.5836 38.1792, 99.5752 38.11, 99.6377 38.0856, 99.6617 38.0753, 99.642 38.0717)))",2018
青海省,630000,海东市,630200,"MULTIPOLYGON (((102.7265 35.8359, 102.7273 35.8367, 102.7823 35.8592, 102.9206 35.8512, 102.9499 35.8444, 102.943 35.8561, 102.9573 35.899, 102.9645 36.049, 102.9519 36.0589, 102.8862 36.0739, 102.8779 36.0852, 102.9638 36.1685, 103.0162 36.2046, 103.0513 36.2145, 103.0593 36.2168, 102.9725 36.2828, 102.9195 36.3096, 102.8444 36.3324, 102.8289 36.3822, 102.8137 36.4049, 102.7969 36.4297, 102.7907 36.439, 102.7726 36.5208, 102.7805 36.5354, 102.8046 36.5519, 102.8002 36.5704, 102.7291 36.6038, 102.6616 36.6354, 102.636 36.6511, 102.6157 36.6804, 102.6108 36.7026, 102.6097 36.7079, 102.6164 36.7218, 102.6368 36.7319, 102.7209 36.7732, 102.5506 36.954, 102.4734 36.9885, 102.5136 37.0281, 102.5134 37.0933, 102.3515 37.0921, 102.2548 37.0882, 102.2184 37.0815, 102.169 37.0587, 102.1568 37.0554, 102.1444 37.055, 102.1197 37.0615, 102.0699 37.084, 101.982 37.1074, 101.9591 37.1189, 101.9085 37.1514, 101.8551 37.0392, 101.8499 37.0211, 101.849 36.9773, 101.8423 36.958, 101.8335 36.9501, 101.797 36.9305, 101.7879 36.9232, 101.7835 36.9145, 101.7849 36.8944, 101.7971 36.8535, 101.7963 36.8324, 101.7786 36.7375, 101.7646 36.7254, 101.7732 36.7123, 101.7715 36.7014, 101.762 36.6944, 101.7635 36.68, 101.7926 36.6749, 101.7895 36.6653, 101.8064 36.6647, 101.8381 36.6487, 101.8405 36.6378, 101.8388 36.6277, 101.8659 36.6164, 101.925 36.5588, 101.8759 36.5363, 101.8566 36.4744, 101.8504 36.4002, 101.8241 36.2781, 101.6622 36.2372, 101.6647 36.1648, 101.7073 36.1645, 101.7605 36.1598, 101.846 36.1274, 101.9508 36.0502, 102.0004 35.9974, 102.0204 35.9658, 102.0534 35.8494, 102.0869 35.8285, 102.0468 35.7335, 102.1035 35.7448, 102.1298 35.7467, 102.1548 35.7419, 102.1909 35.7246, 102.2105 35.7094, 102.2176 35.7009, 102.2302 35.6571, 102.2351 35.6477, 102.2429 35.6406, 102.2665 35.633, 102.309 35.6268, 102.3217 35.623, 102.3564 35.6055, 102.3858 35.583, 102.3979 35.5651, 102.4074 35.5224, 102.4158 35.5023, 102.4354 35.4743, 102.4578 35.4518, 102.4687 35.5123, 102.5043 35.586, 102.5244 35.5839, 102.5688 35.561, 102.7492 35.4907, 102.7667 35.4897, 102.7842 35.4887, 102.8105 35.5168, 102.8253 35.5715, 102.8255 35.5722, 102.7901 35.6261, 102.7632 35.644, 102.7466 35.6774, 102.7042 35.7142, 102.6826 35.7629, 102.6826 35.7863, 102.6909 35.8033, 102.7265 35.8359)))",2018
青海省,630000,海南藏族自治州,632500,"MULTIPOLYGON (((101.5756 35.5005, 101.585 35.5095, 101.6209 35.5249, 101.6398 35.5391, 101.678 35.5957, 101.7292 35.6455, 101.7416 35.6751, 101.7512 35.7276, 101.6976 35.7412, 101.6887 35.7477, 101.6828 35.7561, 101.6759 35.7767, 101.6723 35.8102, 101.6741 35.8319, 101.7372 35.8987, 101.7072 35.9111, 101.6795 35.9256, 101.6706 35.9598, 101.6531 36.0016, 101.6464 36.0825, 101.6647 36.1648, 101.6622 36.2372, 101.6271 36.2834, 101.6186 36.2914, 101.5979 36.3045, 101.5359 36.3279, 101.4589 36.3494, 101.3371 36.4043, 101.3043 36.3695, 101.2862 36.3539, 101.2434 36.3318, 101.2166 36.326, 101.2053 36.328, 101.2008 36.3301, 101.1954 36.3327, 101.177 36.3463, 101.1181 36.4094, 101.0742 36.4632, 101.0228 36.5131, 101.0097 36.5315, 100.9097 36.7461, 100.8559 36.7561, 100.8289 36.7583, 100.8021 36.756, 100.7484 36.7456, 100.6804 36.7366, 100.6397 36.7362, 100.5988 36.7418, 100.5599 36.7522, 100.5363 36.7626, 100.4375 36.8216, 100.4144 36.8324, 100.3888 36.8386, 100.3614 36.8415, 100.237 36.8466, 100.1874 36.8631, 100.1094 36.8993, 100.0529 36.8924, 100.0264 36.8929, 100.0146 36.8962, 100.0041 36.9022, 99.9759 36.9278, 99.9554 36.942, 99.9298 36.9468, 99.873 36.9463, 99.8485 36.9537, 99.8268 36.9668, 99.7455 37.0254, 99.7222 37.0363, 99.6598 37.059, 99.5947 37.0983, 99.5064 37.1403, 99.4968 37.1494, 99.4959 37.1496, 99.4611 37.1566, 99.4125 37.1664, 99.3823 37.1706, 99.3616 37.1593, 99.3584 37.1397, 99.3503 37.1268, 99.3254 37.1201, 99.2948 37.107, 99.2748 37.0925, 99.2602 37.0679, 99.2424 37.0335, 99.2281 37.0009, 99.2245 36.9826, 99.2243 36.982, 99.2136 36.9743, 99.2012 36.9714, 99.1899 36.9683, 99.1801 36.9671, 99.1655 36.9669, 99.159 36.9664, 99.1529 36.963, 99.148 36.9545, 99.1482 36.9443, 99.1538 36.9435, 99.1666 36.9428, 99.1773 36.9362, 99.2158 36.9171, 99.2531 36.9011, 99.2722 36.8919, 99.2745 36.8815, 99.2922 36.8545, 99.2959 36.85, 99.3022 36.85, 99.3086 36.853, 99.3146 36.8519, 99.3365 36.8321, 99.3733 36.8049, 99.3984 36.7914, 99.4029 36.781, 99.406 36.7585, 99.4076 36.7359, 99.4199 36.7249, 99.4439 36.6969, 99.4421 36.6872, 99.4258 36.6715, 99.383 36.6571, 99.332 36.6349, 99.2989 36.6177, 99.2372 36.5978, 99.1882 36.5791, 99.1442 36.563, 99.128 36.5549, 99.1095 36.5432, 99.0907 36.5326, 99.0591 36.5209, 98.9948 36.5063, 98.8967 36.4828, 98.9094 36.4538, 98.9261 36.4376, 98.9777 36.4021, 99.0301 36.3531, 99.0382 36.2851, 99.038 36.2642, 99.0334 36.2442, 99.0211 36.2256, 98.9848 36.1923, 98.9326 36.1645, 98.924 36.1557, 98.9239 36.1457, 98.9373 36.1281, 98.9599 36.1073, 98.9784 36.1027, 98.9818 36.0884, 99.0444 36.045, 99.0626 36.0296, 99.0772 36.0131, 99.081 36.0038, 99.0813 35.9933, 99.0765 35.9599, 99.0778 35.9493, 99.101 35.8881, 99.1046 35.8339, 99.1138 35.8153, 99.1324 35.8006, 99.1757 35.773, 99.2543 35.6973, 99.2603 35.6883, 99.2617 35.6789, 99.2596 35.6692, 99.2309 35.6193, 99.2409 35.5698, 99.2477 35.5494, 99.2536 35.5397, 99.2791 35.5123, 99.2851 35.5032, 99.2873 35.4939, 99.2804 35.4751, 99.2583 35.4463, 99.2481 35.4263, 99.2458 35.383, 99.2427 35.373, 99.2281 35.3559, 99.1886 35.3252, 99.1783 35.3068, 99.1775 35.2529, 99.1937 35.2426, 99.2258 35.2317, 99.2589 35.214, 99.2764 35.1984, 99.3125 35.153, 99.354 35.1251, 99.372 35.1099, 99.3828 35.0909, 99.3925 35.0593, 99.4022 35.0396, 99.4241 35.0124, 99.4514 34.9887, 99.4728 34.9767, 99.4973 34.9679, 99.5487 34.9541, 99.6011 34.9443, 99.6255 34.9362, 99.6814 34.9067, 99.7452 34.8678, 99.7933 34.8489, 99.8444 34.8368, 99.9111 34.8311, 99.9769 34.8165, 100.0025 34.814, 100.0152 34.8153, 100.0407 34.8222, 100.076 34.8394, 100.094 34.855, 100.1147 34.8844, 100.1233 34.8916, 100.1341 34.8957, 100.1463 34.8979, 100.1733 34.8982, 100.2986 34.8913, 100.3032 34.8763, 100.316 34.8644, 100.3148 34.8542, 100.3426 34.8275, 100.3478 34.8233, 100.3603 34.8227, 100.3784 34.8219, 100.4119 34.8152, 100.4523 34.8099, 100.4924 34.7972, 100.5161 34.7748, 100.5536 34.7442, 100.5684 34.7372, 100.599 34.7115, 100.6017 34.7092, 100.6105 34.7076, 100.6387 34.7358, 100.6672 34.7017, 100.6856 34.6845, 100.7011 34.6742, 100.729 34.6763, 100.7693 34.6859, 100.8274 34.7199, 100.8481 34.7198, 100.8753 34.6987, 100.8866 34.6643, 100.9521 34.6598, 101.0215 34.6583, 101.0342 34.6602, 101.045 34.6643, 101.0619 34.6794, 101.0789 34.7105, 101.0821 34.7208, 101.0835 34.7416, 101.0711 34.8054, 101.0484 34.8913, 101.0013 34.9121, 100.9794 34.924, 100.961 34.9394, 100.937 34.9657, 100.918 34.9801, 100.8946 34.9896, 100.7675 35.0261, 100.7207 35.0499, 100.7004 35.0646, 100.6929 35.0727, 100.6853 35.0917, 100.6859 35.1146, 100.6935 35.1363, 100.708 35.1521, 100.7306 35.1633, 100.7689 35.1779, 100.8483 35.2179, 100.9174 35.2416, 100.9259 35.2497, 100.9278 35.2606, 100.917 35.2881, 100.8945 35.3133, 100.8605 35.3297, 100.8091 35.346, 100.756 35.3578, 100.7329 35.3671, 100.7235 35.374, 100.7085 35.3916, 100.7019 35.4013, 100.6965 35.4191, 100.756 35.413, 100.7825 35.4134, 100.8338 35.4281, 100.8597 35.4319, 100.8859 35.4284, 100.9387 35.4173, 100.9653 35.4178, 101.0187 35.4261, 101.0588 35.4257, 101.1513 35.4102, 101.305 35.3708, 101.4335 35.3488, 101.4591 35.347, 101.4702 35.3522, 101.472 35.363, 101.4699 35.3746, 101.4569 35.4131, 101.4347 35.4469, 101.4271 35.4658, 101.4321 35.4739, 101.4536 35.4832, 101.5524 35.4982, 101.5756 35.5005)))",2018
