province,province_code,city,city_code,geometry,year,类型,province_level,city_level
宁夏回族自治区,640000,银川市,640100,"MULTIPOLYGON (((106.5492 38.5931, 106.5627 38.6307, 106.5913 38.666, 106.5752 38.6708, 106.49 38.696, 106.4405 38.716, 106.4097 38.7379, 106.3788 38.7746, 106.3691 38.7815, 106.3574 38.7862, 106.3008 38.7937, 106.22 38.8124, 106.1513 38.8251, 106.1267 38.835, 106.0807 38.8602, 106.0546 38.8671, 106.0126 38.872, 105.9588 38.8954, 105.9106 38.8446, 105.8968 38.8177, 105.8771 38.7373, 105.8723 38.7174, 105.8303 38.4781, 105.8279 38.4649, 105.8414 38.4019, 105.8704 38.3258, 105.8654 38.2966, 105.8543 38.2752, 105.942 38.2103, 105.9585 38.1926, 105.9651 38.1747, 105.9773 38.1694, 106.0577 38.204, 106.0715 38.2079, 106.0838 38.208, 106.0939 38.2032, 106.1273 38.1668, 106.1378 38.16, 106.1627 38.1516, 106.2177 38.1405, 106.2513 38.2058, 106.2746 38.2445, 106.2884 38.2608, 106.3755 38.331, 106.3957 38.3469, 106.4144 38.3531, 106.4161 38.3523, 106.4237 38.3599, 106.4454 38.3741, 106.4713 38.3952, 106.4951 38.4128, 106.5144 38.432, 106.5379 38.4564, 106.5457 38.4821, 106.5606 38.4978, 106.5643 38.5166, 106.5569 38.53, 106.5599 38.5298, 106.5477 38.5766, 106.5492 38.5931)))",1990,,,
宁夏回族自治区,640000,石嘴山市,640200,"MULTIPOLYGON (((106.8015 39.2142, 106.7881 39.2364, 106.7952 39.3277, 106.7824 39.3592, 106.7548 39.3831, 106.7507 39.3844, 106.7285 39.3912, 106.7156 39.3915, 106.6238 39.3936, 106.5807 39.3835, 106.561 39.3687, 106.5296 39.3081, 106.5047 39.2943, 106.4976 39.2938, 106.2918 39.2791, 106.2815 39.2671, 106.2747 39.167, 106.2747 39.1669, 106.2746 39.1661, 106.2583 39.1357, 106.2302 39.1228, 106.1712 39.1345, 106.1447 39.1334, 106.1155 39.1128, 106.0899 39.0837, 106.0467 39.0344, 106.0401 38.9985, 106.0172 38.957, 105.9588 38.8954, 106.0126 38.872, 106.0546 38.8671, 106.0807 38.8602, 106.1267 38.835, 106.1513 38.8251, 106.22 38.8124, 106.3008 38.7937, 106.3574 38.7862, 106.3691 38.7815, 106.3788 38.7746, 106.4097 38.7379, 106.4405 38.716, 106.49 38.696, 106.5752 38.6708, 106.5848 38.668, 106.5913 38.666, 106.5627 38.6307, 106.5492 38.5931, 106.5477 38.5766, 106.5599 38.5298, 106.5569 38.53, 106.5643 38.5166, 106.5606 38.4978, 106.5457 38.4821, 106.5379 38.4564, 106.5144 38.432, 106.4951 38.4128, 106.4713 38.3952, 106.4454 38.3741, 106.4237 38.3599, 106.4161 38.3523, 106.4305 38.3456, 106.437 38.3378, 106.4403 38.3239, 106.4627 38.3125, 106.4745 38.3127, 106.4797 38.3207, 106.5128 38.3252, 106.5431 38.3184, 106.5436 38.3196, 106.6489 38.394, 106.6816 38.6091, 106.7014 38.7383, 106.7822 38.8205, 106.8617 38.9011, 106.9107 38.9403, 106.9651 38.9694, 106.9689 38.9846, 106.9678 39.0373, 106.9675 39.0535, 106.9075 39.0881, 106.8488 39.1017, 106.8462 39.1023, 106.8307 39.1657, 106.8015 39.2142)))",1990,,,
宁夏回族自治区,640000,银南地区,642100,"MULTIPOLYGON (((106.4403 38.3239, 106.437 38.3378, 106.4305 38.3456, 106.4144 38.3531, 106.3957 38.3469, 106.3755 38.331, 106.2884 38.2608, 106.2746 38.2445, 106.2513 38.2058, 106.2177 38.1405, 106.1627 38.1516, 106.1378 38.16, 106.1273 38.1668, 106.0939 38.2032, 106.0838 38.208, 106.0715 38.2079, 106.0577 38.204, 105.9773 38.1694, 105.9651 38.1747, 105.9585 38.1926, 105.942 38.2103, 105.8543 38.2752, 105.8522 38.2711, 105.7863 38.2212, 105.7629 38.1794, 105.7542 38.1454, 105.7771 38.09, 105.8366 38.0317, 105.8519 38.0022, 105.8128 37.8783, 105.739 37.7869, 105.7042 37.7768, 105.5872 37.7831, 105.5805 37.7073, 105.4499 37.7118, 105.3403 37.7154, 104.9778 37.5475, 104.8322 37.53, 104.565 37.5162, 104.4049 37.5206, 104.2569 37.47, 104.1911 37.4089, 104.3127 37.4224, 104.4304 37.4037, 104.6402 37.3868, 104.6994 37.3267, 104.5853 37.2817, 104.6311 37.2241, 104.6521 37.2131, 104.6973 37.2083, 104.7638 37.2537, 104.8039 37.2536, 104.8473 37.2123, 104.9491 37.0638, 105.0166 37.0431, 105.1425 37.0263, 105.1497 36.9875, 105.1634 36.987, 105.1899 36.9862, 105.2037 36.996, 105.2271 37.008, 105.2478 37.0237, 105.2663 37.0356, 105.2886 37.0406, 105.2889 37.0398, 105.3174 37.0189, 105.3226 36.9991, 105.3296 36.9895, 105.3559 36.9757, 105.3711 36.965, 105.3717 36.9644, 105.3906 36.9659, 105.4332 36.9525, 105.485 36.9444, 105.517 36.9456, 105.5425 36.9489, 105.5745 36.95, 105.6032 36.9535, 105.6475 36.965, 105.6861 36.9638, 105.6993 36.9568, 105.723 36.9352, 105.7494 36.9154, 105.774 36.9343, 105.7979 36.9402, 105.8461 36.9705, 105.8658 36.9647, 105.889 36.9506, 105.8946 36.9427, 105.9054 36.9506, 105.9138 36.9468, 105.9338 36.9332, 105.9467 36.9152, 105.965 36.8741, 105.9728 36.8656, 106.0153 36.8379, 106.0226 36.8293, 106.0553 36.7592, 106.0874 36.7122, 106.1245 36.6673, 106.1364 36.6484, 106.155 36.5862, 106.2139 36.6204, 106.2375 36.6276, 106.2499 36.6263, 106.2857 36.6112, 106.2985 36.6086, 106.3108 36.6105, 106.3585 36.6341, 106.3711 36.6368, 106.3977 36.635, 106.433 36.6279, 106.4454 36.6428, 106.4909 36.6704, 106.5336 36.7168, 106.556 36.7286, 106.6259 36.7345, 106.6364 36.7416, 106.6489 36.8314, 106.6453 36.8406, 106.5405 36.9259, 106.5265 36.9502, 106.5701 36.9357, 106.5983 36.9338, 106.641 36.981, 106.658 37.0385, 106.6156 37.0952, 106.6147 37.1095, 106.6299 37.1223, 106.6314 37.1236, 106.7263 37.0833, 106.7723 37.1111, 106.9004 37.1452, 107.1718 37.1307, 107.2209 37.1203, 107.2494 37.1069, 107.2596 37.1239, 107.3074 37.1106, 107.3283 37.1678, 107.3148 37.2583, 107.2703 37.3347, 107.2739 37.4139, 107.3028 37.4916, 107.3065 37.5884, 107.3607 37.6242, 107.4379 37.6899, 107.4584 37.6966, 107.5114 37.7849, 107.6139 37.7988, 107.6438 37.8338, 107.6397 37.8785, 107.5468 37.9048, 107.4841 37.9407, 107.3391 38.1097, 107.2304 38.1653, 107.1868 38.1687, 107.0751 38.1391, 107.0055 38.1317, 106.7988 38.1836, 106.6782 38.2136, 106.5713 38.2581, 106.5697 38.2541, 106.5427 38.2859, 106.5361 38.3022, 106.5431 38.3184, 106.5128 38.3252, 106.4797 38.3207, 106.4745 38.3127, 106.4627 38.3125, 106.4403 38.3239)))",1990,,,
宁夏回族自治区,640000,固原地区,642200,"MULTIPOLYGON (((105.3174 37.0189, 105.2889 37.0398, 105.2886 37.0406, 105.2663 37.0356, 105.2478 37.0237, 105.2271 37.008, 105.2037 36.996, 105.1899 36.9862, 105.1634 36.987, 105.1497 36.9875, 105.1506 36.9828, 105.1672 36.8945, 105.2411 36.89, 105.2812 36.8354, 105.2977 36.7912, 105.2911 36.7556, 105.2784 36.7484, 105.1957 36.7325, 105.1898 36.7289, 105.1747 36.7197, 105.1725 36.7135, 105.1699 36.7058, 105.2477 36.5328, 105.3285 36.527, 105.3567 36.5155, 105.3952 36.4116, 105.4503 36.3288, 105.4614 36.3122, 105.4754 36.2068, 105.4801 36.1943, 105.4945 36.155, 105.4806 36.1233, 105.3882 36.0865, 105.3566 36.0621, 105.3318 36.0545, 105.3185 36.0345, 105.3222 35.8947, 105.3339 35.8838, 105.3872 35.8655, 105.4354 35.8042, 105.453 35.7401, 105.4808 35.7205, 105.5321 35.6843, 105.5541 35.7263, 105.6129 35.7614, 105.6791 35.766, 105.752 35.7573, 105.7676 35.74, 105.7649 35.7111, 105.6945 35.715, 105.6803 35.702, 105.7294 35.6614, 105.8019 35.5589, 105.8053 35.5541, 105.8169 35.5263, 105.8263 35.5254, 105.8818 35.5786, 105.9048 35.5723, 106.0173 35.5056, 106.0784 35.4693, 106.0677 35.4315, 106.0896 35.391, 106.1117 35.4094, 106.1375 35.4648, 106.2218 35.442, 106.2361 35.427, 106.2384 35.4197, 106.2672 35.3288, 106.3329 35.2746, 106.359 35.2628, 106.3614 35.2647, 106.4624 35.3441, 106.4914 35.3965, 106.4941 35.4014, 106.5101 35.4663, 106.5185 35.5342, 106.512 35.5787, 106.4976 35.6073, 106.4582 35.6857, 106.4559 35.7191, 106.4571 35.7199, 106.4865 35.7397, 106.5277 35.7551, 106.6104 35.7277, 106.6818 35.6891, 106.7313 35.7095, 106.9117 35.7839, 106.9067 35.8305, 106.8539 35.8716, 106.8539 35.9162, 106.8884 35.9308, 106.9407 35.9281, 106.9544 35.9424, 106.9586 35.9599, 106.9216 36.0395, 106.942 36.1212, 106.8433 36.2307, 106.8363 36.2384, 106.8246 36.2454, 106.8135 36.2435, 106.7856 36.2198, 106.7585 36.2143, 106.7274 36.2273, 106.6813 36.2868, 106.6321 36.2838, 106.535 36.259, 106.4847 36.2747, 106.472 36.2787, 106.4634 36.2953, 106.4704 36.3104, 106.5125 36.2994, 106.5254 36.321, 106.5153 36.4657, 106.4078 36.506, 106.394 36.5164, 106.3684 36.5356, 106.3612 36.5522, 106.3786 36.5622, 106.433 36.6279, 106.3977 36.635, 106.3711 36.6368, 106.3585 36.6341, 106.3378 36.6239, 106.3108 36.6105, 106.2985 36.6086, 106.2857 36.6112, 106.2731 36.6165, 106.2499 36.6263, 106.2375 36.6276, 106.2139 36.6204, 106.1607 36.5895, 106.155 36.5862, 106.1364 36.6484, 106.1245 36.6673, 106.0874 36.7122, 106.0553 36.7592, 106.0226 36.8293, 106.0153 36.8379, 105.9728 36.8656, 105.965 36.8741, 105.9467 36.9152, 105.9338 36.9332, 105.9138 36.9468, 105.9054 36.9506, 105.8946 36.9427, 105.889 36.9506, 105.8658 36.9647, 105.8461 36.9705, 105.7979 36.9402, 105.774 36.9343, 105.7494 36.9154, 105.723 36.9352, 105.6993 36.9568, 105.6861 36.9638, 105.6475 36.965, 105.6032 36.9535, 105.5745 36.95, 105.5425 36.9489, 105.517 36.9456, 105.485 36.9444, 105.4332 36.9525, 105.3906 36.9659, 105.3717 36.9644, 105.3711 36.965, 105.3559 36.9757, 105.3296 36.9895, 105.3226 36.9991, 105.3174 37.0189)))",1990,,,
宁夏回族自治区,640000,银川市,640100,"MULTIPOLYGON (((106.5492 38.5931, 106.5627 38.6307, 106.5913 38.666, 106.5752 38.6708, 106.49 38.696, 106.4405 38.716, 106.4097 38.7379, 106.3788 38.7746, 106.3691 38.7815, 106.3574 38.7862, 106.3008 38.7937, 106.22 38.8124, 106.1513 38.8251, 106.1267 38.835, 106.0807 38.8602, 106.0546 38.8671, 106.0126 38.872, 105.9588 38.8954, 105.9106 38.8446, 105.8968 38.8177, 105.8771 38.7373, 105.8723 38.7174, 105.8303 38.4781, 105.8279 38.4649, 105.8414 38.4019, 105.8704 38.3258, 105.8654 38.2966, 105.8543 38.2752, 105.942 38.2103, 105.9585 38.1926, 105.9651 38.1747, 105.9773 38.1694, 106.0577 38.204, 106.0715 38.2079, 106.0838 38.208, 106.0939 38.2032, 106.1273 38.1668, 106.1378 38.16, 106.1627 38.1516, 106.2177 38.1405, 106.2513 38.2058, 106.2746 38.2445, 106.2884 38.2608, 106.3755 38.331, 106.3957 38.3469, 106.4144 38.3531, 106.4161 38.3523, 106.4237 38.3599, 106.4454 38.3741, 106.4713 38.3952, 106.4951 38.4128, 106.5144 38.432, 106.5379 38.4564, 106.5457 38.4821, 106.5606 38.4978, 106.5643 38.5166, 106.5569 38.53, 106.5599 38.5298, 106.5477 38.5766, 106.5492 38.5931)))",1991,,,
宁夏回族自治区,640000,石嘴山市,640200,"MULTIPOLYGON (((106.8015 39.2142, 106.7881 39.2364, 106.7952 39.3277, 106.7824 39.3592, 106.7548 39.3831, 106.7507 39.3844, 106.7285 39.3912, 106.7156 39.3915, 106.6238 39.3936, 106.5807 39.3835, 106.561 39.3687, 106.5296 39.3081, 106.5047 39.2943, 106.4976 39.2938, 106.2918 39.2791, 106.2815 39.2671, 106.2747 39.167, 106.2747 39.1669, 106.2746 39.1661, 106.2583 39.1357, 106.2302 39.1228, 106.1712 39.1345, 106.1447 39.1334, 106.1155 39.1128, 106.0899 39.0837, 106.0467 39.0344, 106.0401 38.9985, 106.0172 38.957, 105.9588 38.8954, 106.0126 38.872, 106.0546 38.8671, 106.0807 38.8602, 106.1267 38.835, 106.1513 38.8251, 106.22 38.8124, 106.3008 38.7937, 106.3574 38.7862, 106.3691 38.7815, 106.3788 38.7746, 106.4097 38.7379, 106.4405 38.716, 106.49 38.696, 106.5752 38.6708, 106.5848 38.668, 106.5913 38.666, 106.5627 38.6307, 106.5492 38.5931, 106.5477 38.5766, 106.5599 38.5298, 106.5569 38.53, 106.5643 38.5166, 106.5606 38.4978, 106.5457 38.4821, 106.5379 38.4564, 106.5144 38.432, 106.4951 38.4128, 106.4713 38.3952, 106.4454 38.3741, 106.4237 38.3599, 106.4161 38.3523, 106.4305 38.3456, 106.437 38.3378, 106.4403 38.3239, 106.4627 38.3125, 106.4745 38.3127, 106.4797 38.3207, 106.5128 38.3252, 106.5431 38.3184, 106.5436 38.3196, 106.6489 38.394, 106.6816 38.6091, 106.7014 38.7383, 106.7822 38.8205, 106.8617 38.9011, 106.9107 38.9403, 106.9651 38.9694, 106.9689 38.9846, 106.9678 39.0373, 106.9675 39.0535, 106.9075 39.0881, 106.8488 39.1017, 106.8462 39.1023, 106.8307 39.1657, 106.8015 39.2142)))",1991,,,
宁夏回族自治区,640000,银南地区,642100,"MULTIPOLYGON (((106.4403 38.3239, 106.437 38.3378, 106.4305 38.3456, 106.4144 38.3531, 106.3957 38.3469, 106.3755 38.331, 106.2884 38.2608, 106.2746 38.2445, 106.2513 38.2058, 106.2177 38.1405, 106.1627 38.1516, 106.1378 38.16, 106.1273 38.1668, 106.0939 38.2032, 106.0838 38.208, 106.0715 38.2079, 106.0577 38.204, 105.9773 38.1694, 105.9651 38.1747, 105.9585 38.1926, 105.942 38.2103, 105.8543 38.2752, 105.8522 38.2711, 105.7863 38.2212, 105.7629 38.1794, 105.7542 38.1454, 105.7771 38.09, 105.8366 38.0317, 105.8519 38.0022, 105.8128 37.8783, 105.739 37.7869, 105.7042 37.7768, 105.5872 37.7831, 105.5805 37.7073, 105.4499 37.7118, 105.3403 37.7154, 104.9778 37.5475, 104.8322 37.53, 104.565 37.5162, 104.4049 37.5206, 104.2569 37.47, 104.1911 37.4089, 104.3127 37.4224, 104.4304 37.4037, 104.6402 37.3868, 104.6994 37.3267, 104.5853 37.2817, 104.6311 37.2241, 104.6521 37.2131, 104.6973 37.2083, 104.7638 37.2537, 104.8039 37.2536, 104.8473 37.2123, 104.9491 37.0638, 105.0166 37.0431, 105.1425 37.0263, 105.1497 36.9875, 105.1634 36.987, 105.1899 36.9862, 105.2037 36.996, 105.2271 37.008, 105.2478 37.0237, 105.2663 37.0356, 105.2886 37.0406, 105.2889 37.0398, 105.3174 37.0189, 105.3226 36.9991, 105.3296 36.9895, 105.3559 36.9757, 105.3711 36.965, 105.3717 36.9644, 105.3906 36.9659, 105.4332 36.9525, 105.485 36.9444, 105.517 36.9456, 105.5425 36.9489, 105.5745 36.95, 105.6032 36.9535, 105.6475 36.965, 105.6861 36.9638, 105.6993 36.9568, 105.723 36.9352, 105.7494 36.9154, 105.774 36.9343, 105.7979 36.9402, 105.8461 36.9705, 105.8658 36.9647, 105.889 36.9506, 105.8946 36.9427, 105.9054 36.9506, 105.9138 36.9468, 105.9338 36.9332, 105.9467 36.9152, 105.965 36.8741, 105.9728 36.8656, 106.0153 36.8379, 106.0226 36.8293, 106.0553 36.7592, 106.0874 36.7122, 106.1245 36.6673, 106.1364 36.6484, 106.155 36.5862, 106.2139 36.6204, 106.2375 36.6276, 106.2499 36.6263, 106.2857 36.6112, 106.2985 36.6086, 106.3108 36.6105, 106.3585 36.6341, 106.3711 36.6368, 106.3977 36.635, 106.433 36.6279, 106.4454 36.6428, 106.4909 36.6704, 106.5336 36.7168, 106.556 36.7286, 106.6259 36.7345, 106.6364 36.7416, 106.6489 36.8314, 106.6453 36.8406, 106.5405 36.9259, 106.5265 36.9502, 106.5701 36.9357, 106.5983 36.9338, 106.641 36.981, 106.658 37.0385, 106.6156 37.0952, 106.6147 37.1095, 106.6299 37.1223, 106.6314 37.1236, 106.7263 37.0833, 106.7723 37.1111, 106.9004 37.1452, 107.1718 37.1307, 107.2209 37.1203, 107.2494 37.1069, 107.2596 37.1239, 107.3074 37.1106, 107.3283 37.1678, 107.3148 37.2583, 107.2703 37.3347, 107.2739 37.4139, 107.3028 37.4916, 107.3065 37.5884, 107.3607 37.6242, 107.4379 37.6899, 107.4584 37.6966, 107.5114 37.7849, 107.6139 37.7988, 107.6438 37.8338, 107.6397 37.8785, 107.5468 37.9048, 107.4841 37.9407, 107.3391 38.1097, 107.2304 38.1653, 107.1868 38.1687, 107.0751 38.1391, 107.0055 38.1317, 106.7988 38.1836, 106.6782 38.2136, 106.5713 38.2581, 106.5697 38.2541, 106.5427 38.2859, 106.5361 38.3022, 106.5431 38.3184, 106.5128 38.3252, 106.4797 38.3207, 106.4745 38.3127, 106.4627 38.3125, 106.4403 38.3239)))",1991,,,
宁夏回族自治区,640000,固原地区,642200,"MULTIPOLYGON (((105.3174 37.0189, 105.2889 37.0398, 105.2886 37.0406, 105.2663 37.0356, 105.2478 37.0237, 105.2271 37.008, 105.2037 36.996, 105.1899 36.9862, 105.1634 36.987, 105.1497 36.9875, 105.1506 36.9828, 105.1672 36.8945, 105.2411 36.89, 105.2812 36.8354, 105.2977 36.7912, 105.2911 36.7556, 105.2784 36.7484, 105.1957 36.7325, 105.1898 36.7289, 105.1747 36.7197, 105.1725 36.7135, 105.1699 36.7058, 105.2477 36.5328, 105.3285 36.527, 105.3567 36.5155, 105.3952 36.4116, 105.4503 36.3288, 105.4614 36.3122, 105.4754 36.2068, 105.4801 36.1943, 105.4945 36.155, 105.4806 36.1233, 105.3882 36.0865, 105.3566 36.0621, 105.3318 36.0545, 105.3185 36.0345, 105.3222 35.8947, 105.3339 35.8838, 105.3872 35.8655, 105.4354 35.8042, 105.453 35.7401, 105.4808 35.7205, 105.5321 35.6843, 105.5541 35.7263, 105.6129 35.7614, 105.6791 35.766, 105.752 35.7573, 105.7676 35.74, 105.7649 35.7111, 105.6945 35.715, 105.6803 35.702, 105.7294 35.6614, 105.8019 35.5589, 105.8053 35.5541, 105.8169 35.5263, 105.8263 35.5254, 105.8818 35.5786, 105.9048 35.5723, 106.0173 35.5056, 106.0784 35.4693, 106.0677 35.4315, 106.0896 35.391, 106.1117 35.4094, 106.1375 35.4648, 106.2218 35.442, 106.2361 35.427, 106.2384 35.4197, 106.2672 35.3288, 106.3329 35.2746, 106.359 35.2628, 106.3614 35.2647, 106.4624 35.3441, 106.4914 35.3965, 106.4941 35.4014, 106.5101 35.4663, 106.5185 35.5342, 106.512 35.5787, 106.4976 35.6073, 106.4582 35.6857, 106.4559 35.7191, 106.4571 35.7199, 106.4865 35.7397, 106.5277 35.7551, 106.6104 35.7277, 106.6818 35.6891, 106.7313 35.7095, 106.9117 35.7839, 106.9067 35.8305, 106.8539 35.8716, 106.8539 35.9162, 106.8884 35.9308, 106.9407 35.9281, 106.9544 35.9424, 106.9586 35.9599, 106.9216 36.0395, 106.942 36.1212, 106.8433 36.2307, 106.8363 36.2384, 106.8246 36.2454, 106.8135 36.2435, 106.7856 36.2198, 106.7585 36.2143, 106.7274 36.2273, 106.6813 36.2868, 106.6321 36.2838, 106.535 36.259, 106.4847 36.2747, 106.472 36.2787, 106.4634 36.2953, 106.4704 36.3104, 106.5125 36.2994, 106.5254 36.321, 106.5153 36.4657, 106.4078 36.506, 106.394 36.5164, 106.3684 36.5356, 106.3612 36.5522, 106.3786 36.5622, 106.433 36.6279, 106.3977 36.635, 106.3711 36.6368, 106.3585 36.6341, 106.3378 36.6239, 106.3108 36.6105, 106.2985 36.6086, 106.2857 36.6112, 106.2731 36.6165, 106.2499 36.6263, 106.2375 36.6276, 106.2139 36.6204, 106.1607 36.5895, 106.155 36.5862, 106.1364 36.6484, 106.1245 36.6673, 106.0874 36.7122, 106.0553 36.7592, 106.0226 36.8293, 106.0153 36.8379, 105.9728 36.8656, 105.965 36.8741, 105.9467 36.9152, 105.9338 36.9332, 105.9138 36.9468, 105.9054 36.9506, 105.8946 36.9427, 105.889 36.9506, 105.8658 36.9647, 105.8461 36.9705, 105.7979 36.9402, 105.774 36.9343, 105.7494 36.9154, 105.723 36.9352, 105.6993 36.9568, 105.6861 36.9638, 105.6475 36.965, 105.6032 36.9535, 105.5745 36.95, 105.5425 36.9489, 105.517 36.9456, 105.485 36.9444, 105.4332 36.9525, 105.3906 36.9659, 105.3717 36.9644, 105.3711 36.965, 105.3559 36.9757, 105.3296 36.9895, 105.3226 36.9991, 105.3174 37.0189)))",1991,,,
宁夏回族自治区,640000,银川市,640100,"MULTIPOLYGON (((106.5492 38.5931, 106.5627 38.6307, 106.5913 38.666, 106.5752 38.6708, 106.49 38.696, 106.4405 38.716, 106.4097 38.7379, 106.3788 38.7746, 106.3691 38.7815, 106.3574 38.7862, 106.3008 38.7937, 106.22 38.8124, 106.1513 38.8251, 106.1267 38.835, 106.0807 38.8602, 106.0546 38.8671, 106.0126 38.872, 105.9588 38.8954, 105.9106 38.8446, 105.8968 38.8177, 105.8771 38.7373, 105.8723 38.7174, 105.8303 38.4781, 105.8279 38.4649, 105.8414 38.4019, 105.8704 38.3258, 105.8654 38.2966, 105.8543 38.2752, 105.942 38.2103, 105.9585 38.1926, 105.9651 38.1747, 105.9773 38.1694, 106.0577 38.204, 106.0715 38.2079, 106.0838 38.208, 106.0939 38.2032, 106.1273 38.1668, 106.1378 38.16, 106.1627 38.1516, 106.2177 38.1405, 106.2513 38.2058, 106.2746 38.2445, 106.2884 38.2608, 106.3755 38.331, 106.3957 38.3469, 106.4144 38.3531, 106.4161 38.3523, 106.4237 38.3599, 106.4454 38.3741, 106.4713 38.3952, 106.4951 38.4128, 106.5144 38.432, 106.5379 38.4564, 106.5457 38.4821, 106.5606 38.4978, 106.5643 38.5166, 106.5569 38.53, 106.5599 38.5298, 106.5477 38.5766, 106.5492 38.5931)))",1992,,,
宁夏回族自治区,640000,石嘴山市,640200,"MULTIPOLYGON (((106.8015 39.2142, 106.7881 39.2364, 106.7952 39.3277, 106.7824 39.3592, 106.7548 39.3831, 106.7507 39.3844, 106.7285 39.3912, 106.7156 39.3915, 106.6238 39.3936, 106.5807 39.3835, 106.561 39.3687, 106.5296 39.3081, 106.5047 39.2943, 106.4976 39.2938, 106.2918 39.2791, 106.2815 39.2671, 106.2747 39.167, 106.2747 39.1669, 106.2746 39.1661, 106.2583 39.1357, 106.2302 39.1228, 106.1712 39.1345, 106.1447 39.1334, 106.1155 39.1128, 106.0899 39.0837, 106.0467 39.0344, 106.0401 38.9985, 106.0172 38.957, 105.9588 38.8954, 106.0126 38.872, 106.0546 38.8671, 106.0807 38.8602, 106.1267 38.835, 106.1513 38.8251, 106.22 38.8124, 106.3008 38.7937, 106.3574 38.7862, 106.3691 38.7815, 106.3788 38.7746, 106.4097 38.7379, 106.4405 38.716, 106.49 38.696, 106.5752 38.6708, 106.5848 38.668, 106.5913 38.666, 106.5627 38.6307, 106.5492 38.5931, 106.5477 38.5766, 106.5599 38.5298, 106.5569 38.53, 106.5643 38.5166, 106.5606 38.4978, 106.5457 38.4821, 106.5379 38.4564, 106.5144 38.432, 106.4951 38.4128, 106.4713 38.3952, 106.4454 38.3741, 106.4237 38.3599, 106.4161 38.3523, 106.4305 38.3456, 106.437 38.3378, 106.4403 38.3239, 106.4627 38.3125, 106.4745 38.3127, 106.4797 38.3207, 106.5128 38.3252, 106.5431 38.3184, 106.5436 38.3196, 106.6489 38.394, 106.6816 38.6091, 106.7014 38.7383, 106.7822 38.8205, 106.8617 38.9011, 106.9107 38.9403, 106.9651 38.9694, 106.9689 38.9846, 106.9678 39.0373, 106.9675 39.0535, 106.9075 39.0881, 106.8488 39.1017, 106.8462 39.1023, 106.8307 39.1657, 106.8015 39.2142)))",1992,,,
