province,year,GDP (100million),GDP per capita,Agricultural population (10thousand),Rural final consumption expenditure (100million),Total export (10000 USD),Fixed asset investment (10000),Urban residents final consumption expenditure (100million),Total population (10thousand),Primary industry added value (100million),Tertiary industry added value (100million),Secondary industry added value (100million),Fiscal expenditure (10000),Fiscal revenue (10000),Total import and export (10000 USD),Total import (10000 USD),Non-agricultural population (10thousand)
西藏,2009年,441.4,15295.0,238.3379,53.1,38000.0,3794000.0,64.1,290.0,64.0,241.2,136.2,4711288.0,5018573.0,40202.0,2667.0,51.4866
西藏,2010年,507.0,17027.0,243.5979,59.3,77102.0,4633000.0,73.9,301.0,69.0,275.0,164.0,5625834.0,5734659.0,83594.0,6492.0,50.356
西藏,2011年,611.5,20083.0,2498426.0,64.7,118310.0,5163000.0,0.000104,309.0,69.8,346.1,195.6,7756827.0,7787811.0,135861.0,17551.0,524310.0
西藏,2012年,710.2,22762.0,257.2956,73.1,335501.0,6705000.0,90.0,315.0,75.3,408.8,226.1,9339713.0,8999260.0,342397.0,6896.0,52.2835
西藏,2013年,807.7,26068.0,262.3757,92.23,327000.0,8760000.0,103.59,317.0,86.8,427.9,292.9,10490647.0,10129122.0,332000.0,5000.0,55.0406
西藏,2014年,920.83,29252.0,266.3574,106.1,210000.0,10692000.0,122.7,325.0,88.1,541.3,310.3,12402711.0,11996218.0,225500.0,15000.0,56.2194
西藏,2015年,1026.39,31999.0,234.1,126.7,59000.0,12956800.0,157.0,330.0,96.89,553.31,376.19,14248200.0,15070047.0,91000.0,32620.0,
西藏,2016年,1151.41,35184.0,232.83,138.6,47000.0,16555000.0,183.5,340.0,104.98,615.17,429.92,15879700.0,1559900.0,78000.0,30768.0,
西藏,2017年,1310.92,39267.0,,155.5,44136.0,20510400.0,215.0,349.0,122.8,673.32,514.51,16819400.0,1858300.0,90000.0,43011,
西藏,2018年,1477.63,43398.0,,,43000.0,22520400,,354.0,130.25,719.01,628.37,19710000.0,2303500.0,70000.0,,
西藏,2019年,1697.8,48902.0,,,54000.0,,,361.0,138.2,924.0,635.6,,,70000.0,,
西藏,2020年,1902.7,52345.0,,,19000.0,,,366.0,150.7,953.8,798.3,22109200.0,2209900.0,30000.0,12000.0,
西藏,2021年,2080.2,56831.0,,,35000.0,,,366.0,164.1,1158.8,757.3,20270100.0,2156200.0,62000.0,27000.0,
西藏,2022年,2132.6,58438.0,,,,,,364.0,180.2,1147.8,804.7,,,69000.0,,
贵州省,1949年,6.23,44,1314.07,,,,,1416.4,5.17,0.28,0.78,,,,,102.33
贵州省,1950年,6.39,45,1316.27,,,300,,1417.2,5.2,0.34,0.85,1400,2800,,,100.93
贵州省,1951年,7.72,54,1342.02,,,900,,1444.7,5.61,0.92,1.19,2700,12100,,,102.68
贵州省,1952年,8.6,58,1370.95,,,1500.0,,1490.0,5.85,1.11,1.59,6500,13500,247,,118.95
贵州省,1953年,10.01,66,1407.93,,,3400.0,,1521.5,6.47,1.57,1.97,9000,16200,,,113.57
贵州省,1954年,11.14,72,1435.02,,,4000.0,,1557.05,7.19,1.76,2.19,10100,16300,,,122.03
贵州省,1955年,11.61,74,1455.91,,,4000.0,,1595.4,7.28,1.98,2.35,9800,16800,,,130.86
贵州省,1956年,14.65,91,1490.81,,53,10500.0,,1636.1,8.87,2.53,3.25,16400,22400,100,5,137.28
贵州省,1957年,16.3,99,1517.06,,237,11900.0,,1688.9,9.73,3.08,3.49,16300,24000,247,10,163.8
贵州省,1958年,20.36,120,1450.6,,656,52200.0,,1718.0,10.5,3.84,6.02,55600,69300,1217,561,259.42
贵州省,1959年,23.51,136,1486.56,,1134,65100.0,,1752.0,10.05,4.45,9.01,65100,71700,1600,459,257.4
贵州省,1960年,22.94,135,1407.79,,1160,77900.0,,1665.3,8.6,4.85,9.49,85500,77400,1300,125,235.2
贵州省,1961年,18.05,110,1431.85,,909,16200.0,,1628.6,9.19,3.69,5.17,40100,41400,924,15,191.68
贵州省,1962年,16.52,100,1483.97,,804,18000.0,,1664.3,11.01,2.58,2.93,22200,34300,809,5,180.32
贵州省,1963年,16.8,100,1515.82,,465,13200.0,,1703.6,11.13,2.7,2.97,30700,37900,500,12,187.74
贵州省,1964年,19.75,114,1549.45,,121,35700.0,,1714.05,13.07,2.94,3.74,32500,46900,224,103,202.54
贵州省,1965年,24.41,136,1601.73,,226,86300.0,,1820.71,15.25,3.53,5.63,36400,41800,300,51,175.0
贵州省,1966年,24.78,134,1654.02,,280,86400.0,,1885.0,14.9,3.84,6.04,41800,47700,400,111,230.98
贵州省,1967年,23.99,125,1721.08,,62,51600.0,,1957.0,15.91,3.42,4.66,36000,38800,200,103,235.92
贵州省,1968年,21.38,108,1791.85,,,30000.0,,2035.0,14.16,3.02,4.2,31800,58500,200,177,243.15
贵州省,1969年,21.12,102,1855.23,,6,39000.0,,2108.0,13.82,2.97,4.33,40000,45600,137,131,252.77
贵州省,1970年,28.36,132,1915.76,,6,123300.0,,2180.46,15.15,3.65,9.56,54200,47600,230,224,207.0
贵州省,1971年,32.29,145,1974.64,,77,163500.0,,2259.0,15.93,4.3,12.06,66800,76500,400,283,284.36
贵州省,1972年,29.62,129,2033.86,,130,114800.0,,2323.21,13.55,4.17,11.9,74400,70900,420,290,289.35
贵州省,1973年,28.39,119,2098.64,,50,75400.0,,2395.23,15.62,4.57,8.2,69300,67800,400,314,296.59
贵州省,1974年,24.48,101,2171.18,,72,54500.0,,2463.41,14.52,4.17,5.79,63500,66400,800,678,292.23
贵州省,1975年,31.1,124,2240.0,,36,68500.0,,2531.0,16.16,5.48,9.46,73700,73100,801,765,212.0
贵州省,1976年,29.3,110,2291.3,,22,64400.0,,2585.11,16.94,4.36,8,76900,76700,800,734,293.81
贵州省,1977年,37.72,144,2341.26,,18,72000.0,,2640.14,18.07,6.15,13.5,87900,95800,1100,1053,298.88
贵州省,1978年,46.62,175.0,2380.52,21.95,300,109300.0,12.28,2686.4,19.42,8.47,18.73,123000,142000,1645,1360,305.88
贵州省,1979年,55.28,204.0,2416.67,24.53,703,119400.0,13.34,2777.0,23.29,9.58,22.41,133000,142600,2111,1408,314.32
贵州省,1980年,60.26,219.0,2456.37,28.38,1641,139700.0,15.07,2777.0,24.86,11.4,24.0,126600,132300,2797,1156,320.3
贵州省,1981年,67.89,242.0,2500.74,37.6,3617,151600.0,16.25,2827.0,29.9,13.04,24.95,132800,137400,4782,1165,326.04
贵州省,1982年,79.39,278.0,2544.1,41.26,4522,155200.0,17.33,2875.21,37.37,14.58,27.44,151100,160000,5455,933,331.11
贵州省,1983年,87.38,303.0,2564.92,46.27,4186,170700.0,18.52,2901.5,37.76,16.48,33.14,163800,182600,5238,1052,336.54
贵州省,1984年,108.27,371.0,2588.1,56.62,4548,230238.0,20.45,2931.85,45.73,19.03,43.51,222800,218100,6997,2449,343.75
贵州省,1985年,123.92,420.0,2609.04,60.92,4010,331386.0,26.41,2972.18,50.45,23.59,49.88,238763.5,267100,8720,4710,358.87
贵州省,1986年,139.57,467.0,2643.57,67.94,6361,359900.0,29.44,3025.86,56.46,32.15,50.96,304300,313800,8605,2244,364.42
贵州省,1987年,165.5,543.0,2678.6,76.64,9296.0,429700.0,33.89,3073.0,66.46,38.93,60.11,314300,368000,12488.0,3192,372.79
贵州省,1988年,211.79,683.0,2760.47,84.45,11586.0,454200.0,42.98,3143.9405,85.2,47.96,78.63,361400,395500,15527.0,3941,383.47
贵州省,1989年,235.84,749.0,2793.35,98.63,13322.0,440800.0,44.28,3239.1066,92.88,56.22,86.74,458900,453700,18681.0,5359,390.7
贵州省,1990年,260.14,808.0,2840.21,100.96,15358.0,515100.0,47.59,3268.0,100.1,67.21,92.83,478700,493600,21802.0,6444.0,396.76
贵州省,1991年,295.9,899.0,2868.27,114.33,18958.0,584400.0,58.3,3315.0,115.71,78.65,101.54,534200,557100,24614.0,5656,403.13
贵州省,1992年,324.0,1018.0,2887.95,128.88,22424.0,788200.0,67.71,3361.0,111.0,82.0,131.0,606300.0,609800.0,33907.0,11483.0,413.02
贵州省,1993年,408.47,1232.0,2910.71,166.95,24491.0,1024800.0,83.82,3409.0,133.4,119.6,155.47,673900.0,684300.0,36470.0,11979.0,421.59
贵州省,1994年,524.46,1527.0,2927.54,209.54,37346.0,1409500.0,125.37,3458.0,183.52,146.14,194.8,742300,773000.0,53595.0,16249.0,453.04
贵州省,1995年,636.21,1826.0,2957.32,293.31,43023.0,1736600.0,172.71,3508.0,227.06,176.63,232.52,853300.0,874000.0,68144.0,25121.0,462.22
贵州省,1996年,723.18,2048.0,2979.85,347.65,43554.0,1417000.0,209.92,3555.0,254.43,213.66,255.09,996000.0,1039200.0,64240.0,20686.0,479.69
贵州省,1997年,790.3,2207.0,3004.76,382.08,48239.0,1567000.0,229.11,3606.0,278.4,227.6,284.3,1137900.0,1161900.0,67660.0,19421.0,490.74
贵州省,1998年,858.39,2364.0,3032.5,397.42,38794.0,2039000.0,254.13,3658.0,264.86,274.13,319.4,1331000.0,1363100.0,62243.0,23974.0,504.04
贵州省,1999年,937.5,2545.0,3063.23,418.16,35780.0,3339000.0,275.99,3710.0,267.57,319.52,350.41,1707200.0,1337500.0,54763.0,19000.0,518.82
贵州省,2000年,1029.92,2759.0,3144.98,450.16,42100.0,63100.0,304.41,3756.0,270.99,367.73,391.2,2015700.0,1530400.0,66002.0,24000.0,531.65
贵州省,2001年,1082.19,3000.0,3156.33,470.96,42170.0,4134000.0,320.07,3799.0,274.26,386.29,421.64,2752000.0,1770400.0,64978.0,23000.0,553.87
贵州省,2002年,1243.43,3257.0,3175.17,506.1,44181.0,6324400.0,345.17,3837.0,280.82,480.65,481.96,3167000.0,2030300.0,69141.0,25000.0,572.51
贵州省,2003年,1428.97,3708.0,3196.7,532.6,58834.0,7541300.0,379.96,3870.0,290.9,567.37,570.7,3324000.0,2366400.0,98477.0,40000.0,590.14
贵州省,2004年,1649.4,4244.0,3224.62,386.84,86709.0,8692500.0,671.52,3904.0,335.1,647.28,667.02,4184200.0,2964800.0,151442.0,65000.0,606.57
贵州省,2005年,1939.94,5218.0,3258.05,454.35,85925.0,9160900.0,788.58,3730.0,362.49,779.58,797.87,5210000.0,3661600.0,140425.0,54500.0,609.68
贵州省,2006年,2264.09,6103.0,3295.08,468.28,103874.0,11976800.0,911.32,3690.0,367.15,943.97,952.97,6106411.0,4488800.0,161745.0,58000.0,626.83
贵州省,2007年,2847.46,7778.0,3346.09,533.57,146513.0,14888000.0,1007.45,3632.0,430.64,1229.65,1187.17,7954000.0,5569800.0,227285.0,81000.0,638.95
贵州省,2008年,3333.0,8824.0,3385.66,577.25,190084.0,18580000.0,1140.32,3793.0,548.0,1377.0,1409.0,10553900.0,6745800.0,337037.0,147000.0,651.09
贵州省,2009年,3893.5,10258.0,3429.36,657.87,136000.0,24017000.0,1256.6,3798.0,554.0,1865.2,1474.3,13722700.0,7795900.0,230732.0,95000.0,661.43
贵州省,2010年,4602.0,13119.0,3512.92,770.06,192018.0,31049000.0,1411.31,3479.0,625.0,2177.0,1800.0,16401700.0,9695700.0,314700.0,122662.0,676.07
贵州省,2011年,5615.55,16024.0,3551.18,908.51,298509.0,51015500.0,1658.27,3530.0,699.56,2657.14,2258.85,22494000.0,13299900.0,488758.0,190249.0,687.26
贵州省,2012年,6742.24,18947.0,3557.14,994.7,495223.0,78090500.0,1916.3,3587.0,862.69,3162.75,2716.8,27556800.0,16444800.0,663156.0,167933.0,692.34
贵州省,2013年,8006.8,22922.0,3584.17,1182.14,689000.0,71027800.0,2150.56,3632.0,1029.1,3734.0,3243.7,30826600.0,19182300.0,829009.0,140000.0,701.98
贵州省,2014年,9266.39,26437.0,3616.27,1417.4,939726.0,90258000.0,2564.8,3677.0,1281.52,4309.25,3582.36,35428000.0,21309000.0,1077133.0,142000.0,709.22
贵州省,2015年,10502.56,29847.0,2046.76,1632.7,994862.0,106767000.0,2898.18,3708.0,1641.98,4872.31,4026.71,39395000.0,22918200.0,1222142.0,227279.0,
贵州省,2016年,11734.43,33127.0,1985.47,1791.7,496370.0,129291700.0,3403.47,3758.0,1861.81,5461.81,4468.73,42623600.0,24093500.0,569962.0,95682.0,
贵州省,2017年,13540.83,37956.0,,1935.23,579371.0,152880100.0,3897.39,3803.0,2032.27,6602.3,4970.85,46125200.0,26483100.0,816231.0,236860,
贵州省,2018年,14806.45,41244.0,,,513725.0,179534700,,3822.0,2156.02,7690.95,5506.24,50300000.0,29733600.0,763133.0,249409,
贵州省,2019年,16769.3,46433.0,,,474000.0,178805600,,3848.0,2280.6,8430.3,6058.5,,30515200,660000.0,182789,
贵州省,2020年,17826.6,46267.0,,,623000.0,,,3858.0,2539.9,9075.1,6211.6,57395000.0,30820300.0,790800.0,168110.0,
贵州省,2021年,19586.4,50808.0,,,754000.0,,,3852.0,2730.9,9870.8,6984.7,55900100.0,19693900.0,1013000.0,259000.0,
贵州省,2022年,20164.6,52321.0,,,519.81,,,3856.0,2861.2,10190.4,7113.0,,31926900.0,1191000.0,273.06,
辽宁省,1949年,,,,,,21000,,1831,,,,,,,,
辽宁省,1950年,,,,,,21000,,1876,,,,,,,,
辽宁省,1951年,,,,,,24000,,1889.0,,,,,,,,
辽宁省,1952年,41.4,218,1480,,,79000.0,,1932.3,12,9.4,20,,33000,,,452.3
辽宁省,1953年,52.9,266,1442,,9000,117000.0,,2039.0,12.3,14.41,26.14,,,9395,,597
辽宁省,1954年,56.9,272,1446,,12785,129000.0,,2153.0,14,13.6,29.33,,,12800,,707
辽宁省,1955年,59.4,272,1487,,18807,110000.0,,2230.5,14.6,12.6,32.2,,,18807,,730
辽宁省,1956年,72.04,319,1554,,18608,153000.0,,2326.2,16.6,16,39.5,,,18608,,752
辽宁省,1957年,78.7,335,1511.2,,16044,141000.0,,2409.5,16,16.1,46.62,,,16044,,884.3
辽宁省,1958年,105.64,437,1518,,17606,222000.0,,2459.1,16.2,18.62,70.82,,,17606,,927
辽宁省,1959年,136.7,553,1437,,18677,243000.0,,2515.8,18.4,23.1,95.21,,,18700,,1065
辽宁省,1960年,158.14,625,1545,,15398,248000.0,,2566.4,14.73,24.1,119.4,,,15400,,1015
辽宁省,1961年,75.9,299,1488,,10971,72000.0,,2519.3,14.8,19.5,41.6,,,11100,,1032
辽宁省,1962年,74.1,292,1618,,12000,42000.0,,2549.0,15.8,17.24,41.02,,,12100,,931
辽宁省,1963年,76.1,293,1683,,14807,59000.0,,2653.1,16.8,17.23,42.1,,,14900,,970
辽宁省,1964年,87.21,324,1747,,17833,95000.0,,2734.2,18,18.71,50.5,,,17934,,987
辽宁省,1965年,103.2,372,1794.6,,19263,73000.0,,2808.3,20.2,20.4,62.6,,,19717,400,945.0
辽宁省,1966年,112.61,397,1851,,21608,62000.0,,2870.0,22.6,20.54,69.5,,,22407,,1019
辽宁省,1967年,93.4,323,1897,,17236,38000.0,,2918.0,22.6,19.1,51.7,,,17823,,1021
辽宁省,1968年,86.9,295,1985,,16612,34000.0,,2982.0,23.5,18.34,45.1,,,17200,,997
辽宁省,1969年,113.8,378,2082,,17147,77000.0,,3045.0,22.1,21.61,70.1,,,17800,,963
辽宁省,1970年,136.82,447,2157,,16000,123000.0,,3084.0,28.5,23.01,85.31,,,18100,2000,950.0
辽宁省,1971年,148.6,478,2173,,24290,171000.0,,3134.0,26.3,24.73,97.6,,,25500,,961
辽宁省,1972年,154,489,2174,,27088,187000.0,,3171.0,24.5,25.91,103.6,,,28049,,997
辽宁省,1973年,172,538,2198,,43801,209000.0,,3221.0,31.4,27,113.6,,,45600,,1023
辽宁省,1974年,185.14,572,2234,,90642,233000.0,,3257.0,33.1,28.3,123.8,,,93048,,1023
辽宁省,1975年,198.51,607,2252.5,,128301,312000.0,,3282.0,36,29.82,132.7,,,132100,4000,958.0
辽宁省,1976年,204,619,2286,,108669,324000.0,,3311.0,34.7,29.01,140.3,,,113248,,1025
辽宁省,1977年,203.8,612,2319,,116646,242000.0,,3345.0,34.33,30.7,138.74,,,119900,,1025
辽宁省,1978年,229.2,680.0,2316.7,40.2,152000,253000.0,50.02,3394.0,32.1,34.7,162.4,,926000,159000,7000,1077.3
辽宁省,1979年,245.0,717.0,2277.7,,260328,318400.0,,3487.0,40.3,38.8,165.9,,,267373,7000,1164.9
辽宁省,1980年,281.0,811.0,2250.2,53.01,398000,536000.0,71.78,3486.9,45.7,43.6,191.7,,,405427,7000,1236.7
辽宁省,1981年,288.5,823.0,2245.5,59.27,434198,609100.0,83.26,3534.8,48.7,52.9,186.9,,,443000,9000,1289.3
辽宁省,1982年,315.1,884.0,2252.5,60.89,430000,708000.0,87.65,3592.1,54.2,61.8,199.1,,,437000,7000,1339.6
辽宁省,1983年,364.0,1012.0,2249.6,67.86,392000,742228.0,94.65,3629.1,71.5,73.4,219.0,,,400000,8000,1379.5
辽宁省,1984年,438.2,1203.0,2207.5,80.66,499154,967000.0,107.76,3654.8,79.6,91.2,267.4,,,511516,12000,1447.3
辽宁省,1985年,518.6,1413.0,2183.7,91,504000,1421800.0,134.5,3686.2,74.2,117.3,327.1,,852400,539200,35000,1502.5
辽宁省,1986年,605.3,1633.0,2217.1,100,308000,1782000.0,157.8,3726.0,92.0,156.6,356.7,755000,989000,343000,35000,1508.9
辽宁省,1987年,719.1,1917.0,2225.2,113,379000.0,2201144.0,183.9,3777.4,108.4,194.9,415.8,804000,1080000,424942.0,43000,1552.2
辽宁省,1988年,881.0,2285.0,2232.1,131.2,387000.0,2698000.0,248.5,3825.5,140.4,249.6,491.1,952000,1159000,445400.0,58000,1593.4
辽宁省,1989年,1003.9,2574.0,2251.3,148.4,445000.0,2535000.0,285.7,3876.0,140.3,320.1,543.5,1143000,1339000,534000.0,89000,1624.7
辽宁省,1990年,1062.7,2698.0,2272.4,140.6,561000.0,2628800.0,310.2,3967.0,166.6,356.9,539.2,1222000,1297900,632000.0,71000.0,1644.9
辽宁省,1991年,1200.1,3027.0,2273.1,156,577000.0,3179600.0,346.2,3990.0,178.6,433.2,588.4,1515000,1615000,673200.0,96000,1665.4
辽宁省,1992年,1295.0,3693.0,2264.4,200.5,618000.0,4368500.0,413.7,4016.0,195.0,355.0,745.0,1485000.0,1516000.0,766000.0,148000.0,1693.5
辽宁省,1993年,1808.15,4509.0,2247.2,240.2,621000.0,7109200.0,530.0,4042.0,260.77,508.09,1039.29,1811000.0,2137000.0,851980.0,225000.0,1735.7
辽宁省,1994年,2461.8,6103.0,2237.7,302.3,687000.0,8879800.0,663.7,4067.0,314.5,892.1,1255.2,2236000,1537000.0,979387.0,283000.0,1769.5
辽宁省,1995年,2793.4,6880.0,2238.5,350.4,826000.0,8849500.0,827.2,4092.0,386.2,1021.4,1385.8,2738331.0,1844000.0,1099251.0,273000.0,1795.5
辽宁省,1996年,3157.7,7730.0,2236.6,408.8,834000.0,7403000.0,918.9,4116.0,466.2,1158.6,1532.9,3148000.0,2117000.0,1125000.0,291000.0,1820.2
辽宁省,1997年,3582.5,8725.0,2232.7641,425.9,889000.0,8191000.0,1059.9,4138.0,465.7,1378.5,1738.3,3406269.0,2282000.0,1296400.0,407000.0,1844.4
辽宁省,1998年,3881.7,9415.0,2227.2054,462.3,805000.0,8700000.0,1116.2,4157.0,520.9,1511.6,1849.2,3903000.0,2646201.0,1274402.0,469000.0,1863.204
辽宁省,1999年,4171.7,10086.0,2226.3519,492.0,820000.0,11023200.0,1215.3,4171.0,509.6,1667.4,1994.7,4579016.0,2796400.0,1373000.0,553000.0,1876.9
辽宁省,2000年,4669.1,11177.0,2233.1054,535.8,1085000.0,10671000.0,1331.5,4184.0,491.7,1841.2,2336.1,5180841.0,2956274.0,1903148.0,817000.0,1902.2387
辽宁省,2001年,5033.1,12015.0,2229.0053,567.0,1111000.0,11665700.0,1435.0,4194.0,530.7,2070.9,2431.5,6354000.0,3704403.0,1991000.0,880000.0,1918.0313
辽宁省,2002年,5458.2,13000.0,2211.7,590.3,1237000.0,16053000.0,1551.2,4203.0,574.1,2284.4,2599.7,6909202.0,3997000.0,2174000.0,937000.0,1943.7401
辽宁省,2003年,5906.3,14041.0,2197.2006,487.2,1463000.0,20827000.0,1684.9,4210.0,598.1,2467.3,2841.0,7846000.0,4470490.0,2660000.0,1193000.0,1964.4
辽宁省,2004年,6469.8,15355.0,2176.3107,486.4,1892000.0,26008000.0,1829.7,4217.0,774.4,2737.6,2957.8,9314000.0,5296405.0,3444000.0,1552000.0,1996.5155
辽宁省,2005年,7260.8,17210.0,2159.5,553.2,2344000.0,36697100.0,2166.7,4221.0,854.4,2962.5,3443.9,12044000.0,6753000.0,4101000.0,1757000.0,2029.7084
辽宁省,2006年,8390.3,19760.0,2153.6,613.0,2832000.0,49778419.0,2327.8,4271.0,908.6,3421.1,4060.7,14227500.0,8177000.0,4839000.0,2007000.0,2056.8
辽宁省,2007年,10292.2,24022.0,2155.8,653.1,3533000.0,65760500.0,2746.0,4298.0,1077.3,4154.7,5060.2,17643000.0,10827000.0,5947000.0,2415000.0,2075.9161
辽宁省,2008年,13462.0,31259.0,2126.3,766.6,4205000.0,100160000.0,3406.2,4315.0,1302.0,4647.0,7512.0,21534300.0,13561000.0,7243000.0,3038000.0,2119.8
辽宁省,2009年,15065.6,34898.0,2111.9481,867.9,3344000.0,122926000.0,3852.4,4319.0,1414.9,5829.0,7821.7,26823900.0,15912200.0,6292000.0,2948000.0,2144.1
辽宁省,2010年,18457.0,31888.0,2088.5692,1006.0,4312000.0,160430000.0,4666.3,4375.0,1631.0,6849.0,9977.0,31958200.0,20048300.0,8067000.0,3755151.0,2163.1063
辽宁省,2011年,16354.9,37353.0,20779915.0,1167.5,5104050.0,177263000.0,5678.9,4379.0,1693.4,6182.9,8478.7,39058500.0,26431500.0,9596000.0,4492000.0,21769924.0
辽宁省,2012年,17848.6,40778.0,2060.7999,1333.8,5795032.0,218363000.0,6560.6,4375.0,1869.3,7092.4,8886.9,45585900.0,31053800.0,10399000.0,4604087.0,2183.9601
辽宁省,2013年,27077.7,61686.0,2048.4074,1552.4,6454000.0,247914000.0,7295.0,4365.0,2321.6,10486.6,14269.5,51974200.0,33438100.0,11428000.0,4974412.0,2189.6203
辽宁省,2014年,20025.7,45915.0,2055.3222,1777.9,5876000.0,247308000.0,7995.7,4358.0,2002.0,8984.9,9038.8,50804900.0,31927800.0,11396000.0,5520066.6,2188.9047
辽宁省,2015年,20210.3,46482.0,,1972.3,5084034.3,176403700.0,8421.6,4338.0,2053.7,9811.9,8344.6,44816100.0,21273900.0,9608604.0,4525000.0,
辽宁省,2016年,20392.5,47069.0,1429,1736.4,4307000.0,64363000.0,8631.2,4327.0,1841.2,10685.6,7865.7,45774700.0,22004900.0,8652126.0,4346000.0,
辽宁省,2017年,21693.0,50221.0,,1927.0,4488000.0,64447000.0,8947.9,4312.0,1902.3,11461.8,8328.9,48794200.0,23927700.0,9942237.0,5455000,
辽宁省,2018年,23510.5,54657.0,,,4880000.0,,,4291.0,678.0136,12441.0,1559.344,53380000.0,26160800.0,11443000.0,6563120,
辽宁省,2019年,24909.5,57191.0,,,4545000.0,,,4277.0,2177.8,13200.4,9531.2,,,10526138.0,5982263,
辽宁省,2020年,25115.0,58872.0,,,3833000.0,,,4255.0,2284.6,13429.4,9400.9,60141700.0,26557500.0,9446000.0,5613000.0,
辽宁省,2021年,27584.1,65026.0,,,5125000.0,,,4229.0,2461.8,14247.1,10875.2,58792100.0,27655900.0,11948000.0,6823000.0,
辽宁省,2022年,28975.1,68775.0,,,,,,4197.0,2597.6,14621.7,11755.8,,,11875000.0,,
重庆市,1949年,13.89,87,,,,39,,,9.74,1.44,2.71,,,,,
重庆市,1950年,15.02,91,,,,1000,,,10.23,1.79,3,,,,,
重庆市,1951年,15.97,94,,,,4000,,1725.34,10.72,1.88,3.37,,,,,
重庆市,1952年,17.97,103,,,,9535.0,,1776.52,11.86,2.17,3.94,,,,,
重庆市,1953年,21.26,120,,,,21000.0,,1766.39,13.57,2.06,5.63,,,,,
重庆市,1954年,22.79,124,,,,18000.0,,1816.73,13.89,2.38,6.52,,,,,
重庆市,1955年,23.32,125,,,,15000.0,,1857.74,13.86,2.42,7.04,,,,,
重庆市,1956年,26.37,135,,,,24000.0,,1962.89,15.01,3.03,8.33,,,,,160
重庆市,1957年,26.56,131,1692.77,,,21330.0,,2005.18,13.12,3.41,10.03,,,,,312.41
重庆市,1958年,34.81,170,,,,43000.0,,1958.62,15.43,4.85,14.53,,,,,
重庆市,1959年,38.03,185,,,,67000.0,,1977.94,12.02,5.61,20.4,,,,,
重庆市,1960年,38.82,193,,,,67000.0,,1884.0,11.1,6.34,21.38,,,,,
重庆市,1961年,28.96,154,,,,23000.0,,1791.57,10.35,6.09,12.52,,,,,172.6
重庆市,1962年,25.12,139,1528.95,,,7769.0,,1797.19,9.92,5.53,9.67,,,,,268.24
重庆市,1963年,27.92,151,,,,12000.0,,1861.14,12.08,5.54,10.3,,,,,
重庆市,1964年,32.58,169,,,,20000.0,,1917.37,13.37,6.14,13.07,,,,,
重庆市,1965年,38.29,191,1685.08,,,37677.0,,1974.89,16.21,6.29,15.79,,,,,289.81
重庆市,1966年,39.61,191,,,,51000.0,,2032.8,16.18,5.68,17.75,,,,,
重庆市,1967年,34.7,164,,,,30000.0,,2097.99,15.21,5.73,13.76,,,,,
重庆市,1968年,28.25,131,,,,14000.0,,2144.93,15.18,5.26,7.81,,,,,
重庆市,1969年,32.79,147,,,,36000.0,,2213.41,14.75,6.08,11.96,,,,,
重庆市,1970年,39.96,172,1989.66,,,62448.0,,2289.64,15.96,6.59,17.41,,,,,299.98
重庆市,1971年,45.97,192,,,,53000.0,,2354.36,16.71,7.08,22.18,,,,,
重庆市,1972年,45.37,185,,,,42000.0,,2413.36,16.67,7.88,20.82,,,,,
重庆市,1973年,46.32,183,,,,37000.0,,2483.23,18.14,8.52,19.66,,,,,
重庆市,1974年,45.7,177,,,,32000.0,,2541.08,18.43,9.27,18,,,,,
重庆市,1975年,53.37,201,2280.39,,,64359.0,,2592.59,18.81,10.56,24,,,,,312.2
重庆市,1976年,53.43,199,,,,39000.0,,2615.57,19.07,10.92,23.44,,,,,
重庆市,1977年,60.22,221,,,,45000.0,,2628.06,21.74,11.49,26.99,,,,,
重庆市,1978年,71.7,287.0,2304.66,,,59026.0,,2636.0,24.81,12.43,34.46,,,,,330.9
重庆市,1979年,80.98,321.0,,,,62000.0,,2653.69,28.79,13.98,38.21,,,,,
重庆市,1980年,90.68,357.0,2291.51,,,102789.0,,2665.0,32.57,15.69,42.42,,,,,373.28
重庆市,1981年,97.2,379.0,,,,101000.0,,2694.05,36.32,17.19,43.69,,,,,
重庆市,1982年,108.08,419.0,,,,135000.0,,2705.89,40.62,20.32,47.14,,,,,
重庆市,1983年,120.01,461.0,,,,168000.0,,2738.63,45.44,24.01,50.56,,,,,
重庆市,1984年,141.64,542.0,,,,17.69,,2747.75,50.66,30.35,60.63,,,,,319.9
重庆市,1985年,164.32,624.0,2310.89,,,364822.0,,2768.26,53.73,37.1,73.49,,,,,457.37
重庆市,1986年,184.6,694.0,2343.23,,,420675.0,,1427.0,60.06,43.16,81.38,,,,,464.37
重庆市,1987年,206.73,766.0,2370.06,,17446.0,482445.0,,1447.64,62.69,53.27,90.77,,,29700.0,12235,475.08
重庆市,1988年,261.27,958.0,2390.36,,22171.0,558331.0,,2873.34,75.0,68.66,117.61,,,41100.0,18907,482.98
重庆市,1989年,303.75,1103.0,2405.25,,29052.0,547540.0,,2897.01,81.99,85.92,135.84,,,60300.0,31247,491.76
重庆市,1990年,327.75,1181.0,2427.92,,32729.0,693140.0,,2886.62,100.4,91.73,135.62,,,68100.0,35400.0,492.98
重庆市,1991年,374.18,1338.0,2439.61,,39249.0,851614.0,,2938.99,109.49,110.69,154.0,,,62000.0,22701,499.38
