province,year,GDP (100million),GDP per capita,Agricultural population (10thousand),Rural final consumption expenditure (100million),Total export (10000 USD),Fixed asset investment (10000),Urban residents final consumption expenditure (100million),Total population (10thousand),Primary industry added value (100million),Tertiary industry added value (100million),Secondary industry added value (100million),Fiscal expenditure (10000),Fiscal revenue (10000),Total import and export (10000 USD),Total import (10000 USD),Non-agricultural population (10thousand)
四川省,2003年,5346.2,6565.0,6734.2,1069.96,321000.0,21582000.0,1509.34,8176.0,1128.57,2197.13,2020.5,7323000.0,3366000.0,564000.0,243000.0,1795.2
四川省,2004年,6303.96,7751.0,6681,1197.16,398000.0,26485000.0,1757.18,8090.0,1329.07,2535.18,2439.71,8953000.0,3858000.0,687000.0,289000.0,1914.3
四川省,2005年,7195.88,8828.0,6628.3,1328.28,470000.0,34777000.0,2038.19,8212.0,1403.24,2831.45,2961.19,10322000.0,4800000.0,791000.0,320000.0,2013.8
四川省,2006年,8494.68,10371.0,6651.7,1397.96,662000.0,45217000.0,2288.86,8169.0,1613.99,3222.62,3658.07,13474000.0,6076000.0,1102000.0,440000.0,2070.8
四川省,2007年,10562.1,12963.0,6675.2,1563.2,861000.0,58553000.0,2722.01,8127.0,1966.53,3987.84,4607.73,17591000.0,8509000.0,1438000.0,577000.0,2140.0
四川省,2008年,12506.0,15378.0,6704.4,1711.33,1311000.0,71070000.0,3226.54,8138.0,2366.0,4350.0,5790.0,29488000.0,10417000.0,2204000.0,893000.0,2203.4
四川省,2009年,14151.3,17339.0,6698.4,1967.1,1415000.0,113873000.0,3634.2,8185.0,2240.6,5198.8,6711.9,35910000.0,11745900.0,2423000.0,1008000.0,2286.3
四川省,2010年,17185.0,21230.0,6646.1,2333.15,1885000.0,131195000.0,4305.38,8045.0,2483.0,6030.0,8672.0,42425000.0,15616700.0,3278000.0,1393000.0,2355.2
四川省,2011年,21050.87,26136.0,6595.7,2791.8,2902697.0,151241000.0,5175.7,8064.0,2854.62,8181.86,10014.39,46738000.0,20447900.0,4772328.0,1869631.0,2462.7
四川省,2012年,23922.41,29627.0,6585.4,3255.7,3846907.0,180389000.0,5839.6,8085.0,3142.55,9548.8,11231.06,54311000.0,24212700.0,5914360.0,2067453.0,2512.0
四川省,2013年,26260.8,32454.0,6500.2531,3617.55,4195000.0,197543600.0,6535.43,8109.0,3425.6,9256.1,13579.0,61943000.0,27841000.0,6457884.0,2262978.0,2632.4063
四川省,2014年,28891.33,35563.0,6465.1219,4018.1,4483913.0,235772000.0,7156.1,8139.0,3524.74,12283.9,13082.69,67844000.0,30610700.0,7020297.0,2536384.0,2693.9604
四川省,2015年,30342.01,37150.0,6316.8,4348.24,3309290.0,259737000.0,7725.2,8196.0,3660.96,13488.6,13192.45,75117000.0,33554400.0,5118856.0,1809566.0,
四川省,2016年,33138.48,40297.0,6139.5,4707.98,2795498.0,291260000.0,8475.42,8251.0,3900.6,15787.75,13450.13,80119000.0,33888500.0,4934941.0,2139443.0,
四川省,2017年,37905.14,45835.0,,5323.09,3755394.0,320973000.0,9518.1,8289.0,4262.51,19073.46,14569.17,86947600.0,35779900.0,6810677.0,3055283,
四川省,2018年,42902.1,51658.0,,5897.92,5039827.0,280653000,10668.28,8321.0,4427.43,22417.73,16056.94,97080000.0,39110100.0,8993788.0,3953961,
四川省,2019年,46615.8,55774.0,,,5639000.0,309279200,,8351.0,4807.2,24443.3,17365.3,,,9805150.0,4167075,
四川省,2020年,48598.8,58126.0,,,6725000.0,,,8371.0,5556.6,25471.1,17571.1,111985400.0,42608900.0,11680195.0,4955378.0,
四川省,2021年,53850.8,64326.0,,,8841000.0,,,8372.0,5661.9,28287.6,19901.4,112156900.0,47731500.0,14732000.0,5891000.0,
四川省,2022年,56749.8,67777.0,,,,,,8374.0,5964.3,29628.4,21157.1,,,15117000.0,,
天津市,1949年,4.07,102,206.7,,,443,,402.54,0.94,1.65,1.48,1847,4435,,,195.84
天津市,1950年,7.55,188,207.44,,,1861,,407.14,1.22,2.74,3.59,4448,19080,,,199.7
天津市,1951年,11.45,278,208.69,,,4463,,424.2,1.62,3.7,6.13,7324,32399,,,215.51
天津市,1952年,12.8,298,213.81,,19044,10318.0,,439.22,1.85,4.64,6.31,10800,38800,19044,,225.41
天津市,1953年,17.58,393,219.2,,22398,15837.0,,462.21,1.76,7.33,8.49,11934,58156,22398,,243.01
天津市,1954年,16.98,364,217.74,,20272,20182.0,,478.37,1.79,6.26,8.93,12469,58727,20272,,260.63
天津市,1955年,17.12,357,228.53,,24390,13926.0,,487.32,2.35,5.61,9.16,14012,60986,24390,,258.79
天津市,1956年,20.7,419,233.17,,26988,20254.0,,506.91,2.26,7.61,10.83,15420,66821,26988,,273.73
天津市,1957年,24.11,465,235.38,,24773,24006.0,,529.65,2.49,8.34,13.28,16300,79900,25000,,294.27
天津市,1958年,32.49,607,237.68,,30438,58633.0,,548.29,2.28,8,22.21,46379,163117,30438,,310.62
天津市,1959年,41.25,744,238.57,,36287,64251.0,,567.52,2.8,9.35,29.1,71977,223841,36287,,328.95
天津市,1960年,42.66,746,242.19,,29809,75373.0,,583.53,2.65,10.36,29.65,80032,224315,29809,,341.34
天津市,1961年,28.41,489,247.22,,21581,25366.0,,584.23,2.52,9.33,16.56,26497,118816,21581,,318.8
天津市,1962年,24.25,406,262.51,,23373,18632.0,,595.63,2.12,8.05,14.08,24900,97700,24000,,333.12
天津市,1963年,26.65,433,272.6,,24194,25783.0,,615.33,2.27,8.18,16.2,32656,100611,24194,,342.73
天津市,1964年,30.59,483,279.88,,30231,35885.0,,629.52,2.3,8.21,20.08,34627,128227,30700,,349.64
天津市,1965年,35.96,560,287.61,,34118,29131.0,,637.8,3.91,9.09,22.96,35000,133300,35400,,343.0
天津市,1966年,39.31,605,296.49,,37247,38399.0,,640.85,2.69,9.75,26.87,32515,159084,39400,,344.36
天津市,1967年,33.62,524,302.37,,32949,17316.0,,649.72,3.5,9.19,20.93,26234,126390,35900,,347.35
天津市,1968年,34.77,523,310.1,,32992,21279.0,,655.04,3.6,9.91,21.26,22510,127510,34900,,344.94
天津市,1969年,42.87,661,321.22,,32248,38911.0,,650.75,3.46,10.38,29.03,38221,195197,34008,,329.53
天津市,1970年,50.99,781,339.43,,31892,61710.0,,423.0,3.8,11.39,35.8,64000,280200,35845,,306.5
天津市,1971年,55.12,843,343.5,,37296,65635.0,,663.41,3.89,11.71,39.52,66334,323533,41700,,319.9
天津市,1972年,56.37,832,345.66,,45192,79812.0,,674.65,3.46,12.38,40.53,75589,312195,49400,,328.99
天津市,1973年,60.33,875,350.55,,70584,119275.0,,683.31,3.92,13.9,42.51,81331,346678,76544,,332.76
天津市,1974年,66.69,977,356.88,,77581,156127.0,,692.47,4.79,15.09,46.81,97040,369774,86022,,335.59
天津市,1975年,69.73,991,358.88,,77195,162509.0,,702.86,4.37,15.07,50.29,106100,391700,88638,,343.98
天津市,1976年,65.25,908,360.96,,68830,135831.0,,706.5,4.01,15.67,45.57,110910,333029,80100,,345.54
天津市,1977年,67.73,938,365.68,,69143,157658.0,,712.87,3.56,17.2,46.97,133979,332733,78400,,347.19
天津市,1978年,82.65,1133.0,365.82,6.02,86474,202987.0,23.17,724.27,5.03,20.09,57.53,145100,392500,98800,,358.45
天津市,1979年,93.01,1241.0,358.85,6.94,122081,247691.0,25.95,749.0,6.54,21.65,64.82,152100,376400,138300,,380.57
天津市,1980年,103.53,1357.0,356.28,8.24,154222,239254.0,30.8,762.8,6.53,24.44,72.56,146700,409400,182700,,392.62
天津市,1981年,107.96,1458.0,359.57,8.91,153670,275998.0,32.05,763.0,5.18,25.81,76.97,144800,402000,168300,14700,400.75
天津市,1982年,114.11,1469.0,364.21,10.87,142411,350594.0,33.37,778.0,7.0,27.24,79.86,213800,387100,153700,11300,410.7
天津市,1983年,123.42,1555.0,365.72,11.71,142734,415808.0,37.55,789.0,7.6,31.35,84.47,204900,387400,157800,15100,419.57
天津市,1984年,147.53,1853.0,358.43,14.11,123365,482770.0,40.6,799.0,11.13,39.93,96.47,187900,404600,146700,23400,426.0
天津市,1985年,175.78,2169.0,359.11,16.11,115274,658986.0,49.74,819.0,12.95,47.91,114.92,269700,482100,148600,33300,434.0
天津市,1986年,194.74,2352.0,367.92,16.9,125494,719114.0,58.33,819.0,16.51,54.9,123.33,348500,545000,166400,40900,447.05
天津市,1987年,220.12,2621.0,374.05,18.65,151712.0,764375.0,65.04,832.4515,19.63,62.47,138.02,311600,558700,201300.0,49600,458.4
天津市,1988年,259.71,3035.0,371.82,23.11,168268.0,832590.0,83.78,843.4317,26.21,72.54,160.96,349900,448100,227800.0,59600,469.13
天津市,1989年,283.49,3261.0,375.73,25.53,168600.0,838800.0,94.68,878.5402,26.85,79.1,177.54,392600,464900,221400.0,52800,478.46
天津市,1990年,310.95,3487.0,380.81,24.97,178600.0,876900.0,103.37,870.46,27.32,102.25,181.38,402000,448800,221000.0,42400.0,487.41
天津市,1991年,342.65,3777.0,382.31,27.19,160600.0,1289500.0,118.21,909.0,29.26,116.79,196.6,474700,580900,202000.0,41400,492.19
天津市,1992年,382.5,4481.0,384.16,30.02,175200.0,1698800.0,135.81,920.0,31.0,130.2,221.2,465200.0,630500.0,237600.0,62300.0,496.8
天津市,1993年,536.1,6075.0,385.91,36.35,194200.0,2256600.0,173.56,928.0,35.39,198.23,302.48,512700.0,749600.0,277700.0,83400.0,500.0
天津市,1994年,732.9,7751.0,386.51,42.69,240000.0,3159700.0,232.48,935.0,46.6,271.4,415.0,690000,959921.0,331200.0,91300.0,506.35
天津市,1995年,931.97,9769.0,386.73,54.73,299800.0,3931800.0,308.35,942.0,60.8,352.62,518.55,903700.0,1173400.0,654600.0,354700.0,510.2
天津市,1996年,1121.9,11734.0,385.29,69.12,404900.0,3609000.0,375.04,948.0,67.7,445.2,609.1,1101900.0,1374521.0,829700.0,424800.0,513.15
天津市,1997年,1240.3,13700.0,387.2053,77.01,501800.0,4259000.0,431.08,953.0,74.5,521.9,643.9,1400800.0,1691245.0,1002300.0,500500.0,517.9079
天津市,1998年,1344.7,14086.0,386.7687,82.59,549900.0,5004000.0,455.25,957.0,74.1,581.3,689.2,1551500.0,1865500.0,1061600.0,511700.0,523.9719
天津市,1999年,1435.6,14985.0,384.8765,86.74,633200.0,5673600.0,491.51,959.0,71.1,646.6,717.9,1776200.0,2068900.0,1260500.0,627300.0,531.29
天津市,2000年,1591.67,16236.0,382.9747,94.59,862900.0,6088000.0,546.72,1001.0,73.69,723.23,794.75,2095700.0,2448100.0,1715700.0,852800.0,532.51
天津市,2001年,1826.67,17523.0,381.8816,102.28,950200.0,6124900.0,615.39,1004.0,78.56,856.6,891.51,2597800.0,3045200.0,1818600.0,868500.0,541.8659
天津市,2002年,1926.87,19161.0,380.3415,107.68,1159500.0,8112600.0,652.01,1007.0,84.21,911.2,931.46,3000700.0,3759200.0,2282700.0,1123200.0,541.14
天津市,2003年,2257.77,22371.0,378.6995,115.72,1437400.0,10467200.0,724.09,1011.0,89.91,1030.27,1137.59,3506300.0,4517400.0,2937100.0,1499700.0,553.4634
天津市,2004年,2621.1,25761.0,378.265,146.49,2086500.0,12589800.0,843.2,1024.0,105.28,1167.54,1348.28,4314900.0,5021700.0,4201900.0,2115400.0,560.2079
天津市,2005年,3158.6,30567.0,379.8,157.42,2741500.0,13674800.0,949.88,1043.0,112.38,1415.69,1630.53,5202800.0,7258100.0,5338700.0,2597200.0,563.1949
天津市,2006年,3538.18,33411.0,380.0687,167.02,3354000.0,18498000.0,1097.91,1075.0,103.35,1600.29,1834.54,6541500.0,9263300.0,6457300.0,3103300.0,572.2106
天津市,2007年,4158.41,37976.0,381.7089,188.04,3816100.0,23886300.0,1294.32,1115.0,107.47,1927.31,2123.63,8393500.0,12046500.0,7155000.0,3338900.0,582.4285
天津市,2008年,6354.0,55473.0,,222.78,4222900.0,33900000.0,1599.52,1176.0,123.0,2411.0,3821.0,10632500.0,14900600.0,8053900.0,3831000.0,588.27
天津市,2009年,7500.8,62403.0,384.9942,250.73,2989000.0,47385000.0,1803.41,1228.0,131.0,3259.3,4110.5,14671100.0,18092800.0,6394400.0,3395900.0,599.6991
天津市,2010年,9108.83,72994.0,384.8484,277.14,3751700.0,61143400.0,2254.63,1299.0,146.0,4239.0,4840.0,13768400.0,10688100.0,8220100.0,4468400.0,604.42
天津市,2011年,8112.51,61458.0,3851421.0,332.88,4449800.0,75106700.0,2735.85,1341.0,141.1,4215.15,3756.26,17963300.0,14551300.0,10339100.0,5889300.0,6152565.0
天津市,2012年,9043.02,66517.0,377.2262,313.2,4831400.0,88713100.0,2867.5,1378.0,147.9,4761.09,4134.03,21432100.0,17600200.0,11562300.0,6730900.0,616.4
天津市,2013年,14370.2,99607.0,374.5221,449.93,4901000.0,91030100.0,3795.73,1410.0,188.5,6905.0,7276.7,25492100.0,20790700.0,12852800.0,7950300.0,632.232
天津市,2014年,15726.93,105231.0,373.3008,452.2,5259700.0,105182000.0,3805.9,1429.0,158.82,5866.3,4615.5,28847000.0,23903500.0,13391200.0,8131600.0,645.0529
天津市,2015年,16538.19,107960.0,268.55,535.22,5118300.0,118145700.0,4597.02,1439.0,162.31,6227.61,4489.59,32323500.0,26671100.0,11434700.0,6316400.0,656.6
天津市,2016年,17885.39,115053.0,266.65,593.9,4428600.0,146292200.0,5042.38,1443.0,168.46,6940.77,4367.97,36994300.0,27235000.0,10265100.0,5836500.0,
天津市,2017年,18549.19,118944.0,,637.62,4356500.0,112746900.0,5440.53,1410.0,168.96,7717.54,4564.06,32825400.0,23103600.0,11294500.0,6938100,
天津市,2018年,18809.64,120711.0,,,4879600.0,,,1383.0,175.3,8352.32,4835.3,31030000.0,21062400.0,12251100.0,7371600,
天津市,2019年,14104.3,90371.0,,,4379000.0,,,1385.0,185.2,8949.9,4969.2,,,10660000.0,6285100,
天津市,2020年,14083.7,101614.0,,,4436000.0,,,1387.0,210.2,9069.5,4804.1,31513500.0,19231100.0,10630000.0,6157100.0,
天津市,2021年,15695.0,113732.0,,,5997000.0,,,1373.0,225.4,9615.4,5854.3,31525500.0,21410600.0,13257000.0,7260000.0,
天津市,2022年,16311.3,119235.0,,,,,,1363.0,273.1,9999.3,6039.0,,,12676000.0,,
宁夏,1949年,,,111.26,,,,,119.7501,,,,,,,,8.4949
宁夏,1950年,,,116.5106,,,50,,125.9619,,,,,,,,9.4513
宁夏,1951年,,,122.5,,,200,,133.19,,,,,,,,10.69
宁夏,1952年,1.73,126,131.14,,,502.0,,142.42,1.43,0.22,0.08,1900,2800,,,11.28
宁夏,1953年,1.68,115,137.543,,,1000.0,,151.0483,1.31,0.26,0.11,,,,,13.5053
宁夏,1954年,2.14,138,144.45,,,1400.0,,158.41,1.68,0.31,0.15,,,,,13.96
宁夏,1955年,2.24,138,151.5637,,,1314.0,,165.1118,1.71,0.36,0.17,,,,,13.5481
宁夏,1956年,2.57,152,157.52,,,2000.0,,172.02,1.91,0.48,0.18,,,,,14.5
宁夏,1957年,2.58,147,161.7146,,,1536.0,,179.3807,1.8,0.56,0.22,3700,3837,,,17.67
宁夏,1958年,3.29,176,169.8952,,447,9287.0,,193.5163,1.84,0.8,0.65,,16477,704,257,23.6211
宁夏,1959年,4.36,217,172.78,,1624,19200.0,,209.0,1.82,1.2,1.34,,,1946,322,36.08
宁夏,1960年,4.8,227,172.1839,,1001,24446.0,,213.0316,1.52,1.29,1.99,,,1300,255,40.8477
宁夏,1961年,4.15,199,166.98,,605,10000.0,,203.1,2.12,1.17,0.86,,,700,68,36.08
宁夏,1962年,4.02,200,169.89,,679,4000.0,,198.9,2.32,0.95,0.75,,6372,700,17,28.92
宁夏,1963年,3.96,195,175.18,,967,5000.0,,206.71,2.06,1.05,0.85,,,1008,41,31.53
宁夏,1964年,4.09,194,182.92,,995,7300.0,,214.9,1.98,1.14,0.97,,,1044,49,31.98
宁夏,1965年,4.66,211,192.1985,,1037,14002.0,,226.7851,2.24,1.18,1.24,11200,12525,1184,147,34.5866
宁夏,1966年,5.41,234,197.79,,1154,23000.0,,240.0,2.42,1.35,1.64,,,1200,,37.59
宁夏,1967年,5.47,228,203.92,,1135,14000.0,,244.41,2.62,1.22,1.63,,,1135,,40.49
宁夏,1968年,5.06,202,213.4,,1457,16400.0,,255.34,2.23,1.15,1.68,,,1600,132,41.94
宁夏,1969年,5.86,225,220.97,,735,22000.0,,264.97,2.31,1.41,2.14,,,900,132,44
宁夏,1970年,6.52,241,232.3964,,869,24659.0,,277.348,2.07,1.74,2.71,16800,14220,1034,165,44.9516
宁夏,1971年,8.12,288,238.93,,897,25000.0,,286.66,2.7,2.07,3.35,,,1100,153,47.73
宁夏,1972年,8.83,302,247.2624,,1297,23241.0,,297.24,2.69,2.3,3.84,,,1525,230,49.98
宁夏,1973年,8.96,296,255.97,,1423,23000.0,,307.8,2.4,2.41,4.15,,,1800,331,51.8368
宁夏,1974年,11.4,365,264.0429,,1747,24400.0,,317.25,3.47,2.61,5.32,,,2600,849,53.21
宁夏,1975年,12.06,374,272.922,,2091,24957.0,,327.9228,3.35,2.81,5.9,37100,36237,2699,608,55.0008
宁夏,1976年,11.1,333,280.74,,1739,23000.0,,337.93,2.72,2.78,5.6,,34484,3142,1403,57.19
宁夏,1977年,12.13,354,288.2033,,2019,32000.0,,346.71,2.93,2.95,6.25,,36080,2216,197,58.51
宁夏,1978年,13.0,370.22,294.5095,4.86,2271,42719.0,2.75,355.5828,3.06,3.33,6.61,57757,31603,2962,691,61.0733
宁夏,1979年,14.36,399.0,299.6609,4.63,3731,42000.0,3.48,364.14,3.41,3.59,7.36,,30500,4800,1054,64.48
宁夏,1980年,15.96,433.0,305.9028,5.44,4352,39758.0,4.34,373.7169,4.26,4.43,7.27,57528,20400,4674,322,67.8141
宁夏,1981年,17.42,460.0,312.38,6.19,4380,37000.0,4.53,383.4,5.47,4.98,6.97,,14400,4800,387,71
宁夏,1982年,18.22,469.0,320.0614,7.1,4266,48041.0,4.88,393.0404,5.66,5.54,7.02,,15200,4700,399,72.98
宁夏,1983年,20.78,525.0,323.3112,8.11,2956,56200.0,5.14,399.054,6.62,6.29,7.87,,17800,3739,783,75.7428
宁夏,1984年,24.77,615.0,328.65,9.25,3128,84000.0,5.82,406.87,7.82,7.49,9.46,,23100,4141,1013,78.22
宁夏,1985年,30.27,737.0,331.3764,10.6,3416,136346.0,7.07,414.6215,8.9,9.25,12.12,98526,29100,5426,2010,83.2451
宁夏,1986年,34.54,823.0,333.26,12.25,5338,173500.0,8.17,424.3331,10.36,11.2,12.98,120214,36600,7500,2127,91.0758
宁夏,1987年,39.63,922.0,337.79,13.46,6310.0,194000.0,10.28,435.2,10.44,13.42,15.77,118441,41100,8710.0,2400,97.3703
宁夏,1988年,50.29,1143.0,342.0526,15.77,8221.0,188000.0,12.02,445.0,13.39,17.16,19.74,138000,50900,10724.0,2503,102.479
宁夏,1989年,59.21,1317.0,347.39,17.38,6248.0,176000.0,14.35,454.81,14.8,20.02,24.39,140930,63300,7848.0,1600,107.4189
宁夏,1990年,64.84,1409.0,354.2939,17.91,7679.0,219603.0,15.97,470.0,16.84,22.66,25.34,144700,62300,8491.0,812.0,111.3835
宁夏,1991年,71.78,1528.0,359.99,19.72,9029.0,288134.0,18.35,480.0,17.9,26.11,27.77,160500,68100,10300.0,1257,113.8938
宁夏,1992年,75.0,1739.0,365.6949,21.54,11276.0,381000.0,20.91,487.0,18.0,25.0,32.0,158636.0,77300.0,12900.0,1618.0,116.58
宁夏,1993年,98.44,2013.0,371.3037,24.42,11124.0,441400.0,26.59,495.0,20.84,32.08,45.52,194000.0,108500.0,14400.0,3226.0,119.56
宁夏,1994年,136.26,2740.0,369.55,32.02,14636.0,610000.0,36.98,504.0,29.94,50.31,56.01,194000,71700.0,17823.0,3187.0,134.32
宁夏,1995年,175.19,3448.0,374.4295,40.5,24012.0,701237.0,45.29,513.0,35.41,65.11,74.67,230000.0,90000.0,27810.0,3798.0,137.955
宁夏,1996年,202.91,3926.0,380.4257,45.64,20231.0,576000.0,49.87,521.2099,43.28,79.09,80.54,295196.0,127000.0,23438.0,3207.0,140.7842
宁夏,1997年,224.59,4277.0,382.2377,46.29,25203.0,704000.0,54.68,530.0,44.87,91.05,88.67,336300.0,141000.0,30303.0,5100.0,146.7024
宁夏,1998年,245.45,4607.0,384.3507,48.2,28231.0,886000.0,60.8,538.0,48.75,101.59,95.11,451239.0,178000.0,31309.0,3078.0,152.2159
宁夏,1999年,264.58,4900.0,387.893,48.63,24765.0,1306100.0,66.94,543.2891,48.08,112.67,103.83,495346.0,188400.0,31799.0,7034.0,155.3961
宁夏,2000年,295.02,5376.0,395.0946,52.74,32736.0,1608204.0,82.75,554.0,46.03,127.56,121.43,608380.0,208244.0,44292.0,11556.0,159.2268
宁夏,2001年,337.44,6039.0,399.2902,51.67,35184.0,1958118.0,93.61,563.2211,49.67,151.89,135.88,936000.0,276000.0,53277.0,18093.0,163.9309
宁夏,2002年,377.16,6647.0,402.7547,53.53,32808.0,2308269.0,108.09,572.0,52.96,171.14,153.06,1146000.0,265000.0,44285.0,11477.0,168.7829
宁夏,2003年,442.61,7686.0,381.7164,62.67,51195.0,3182100.0,124.26,580.1912,55.63,195.23,191.75,1058000.0,300310.0,65323.0,14128.0,198.4748
宁夏,2004年,519.92,8904.0,379.9685,71.6,64644.0,3808465.0,150.71,588.0,65.33,222.01,232.58,1230200.0,375000.0,90839.0,26195.0,207.7457
宁夏,2005年,579.89,9796.0,381.9228,78.78,68711.0,4448174.0,180.15,596.0,69.81,250.29,259.79,1603000.0,480000.0,96672.0,27961.0,214.2801
宁夏,2006年,683.28,11389.0,383.9178,82.73,94300.0,5152753.0,213.6,604.0,76.84,284.55,321.89,1932100.0,614000.0,143746.0,49446.0,219.8127
宁夏,2007年,877.59,14458.0,386.4589,93.44,108850.0,6218092.0,244.8,610.2518,92.89,362.69,422.01,2419000.0,800300.0,158430.0,49580.0,223.7929
宁夏,2008年,1099.0,17892.0,388.7666,108.78,125868.0,8290000.0,312.86,618.0,120.0,397.0,581.0,3246100.0,950243.0,188195.0,62327.0,228.9273
宁夏,2009年,1334.6,21475.0,392.4177,115.29,74000.0,10759000.0,358.04,625.0,127.1,527.2,680.2,4323624.0,1115800.0,120156.0,45862.0,232.7846
宁夏,2010年,1690.0,24984.0,397.2837,124.33,117026.0,14442000.0,417.45,633.0,159.0,702.0,828.0,5575300.0,1536400.0,196049.0,79023.0,235.6713
宁夏,2011年,1931.83,30161.0,405.4221,158.15,159943.0,16541517.0,505.46,648.0,175.0,836.99,919.84,7059100.0,2200000.0,228573.0,68630.0,242.5276
宁夏,2012年,2131.0,32609.0,410.3731,181.12,164116.0,21095182.0,559.38,659.128,189.03,949.51,992.46,8643600.0,2639600.0,221667.0,57551.0,248.7549
宁夏,2013年,2565.1,39420.0,401.0905,211.39,255000.0,25777900.0,621.44,666.0,223.0,1077.1,1265.0,9224800.0,3083400.0,321791.0,66545.0,265.2835
宁夏,2014年,2473.94,36815.0,406.5983,247.04,430243.0,32009849.0,693.91,678.0,216.92,1143.35,1113.67,10004500.0,3398600.0,543558.0,113315.0,271.5176
宁夏,2015年,2579.38,37885.3,298.98,256.33,297635.0,35329268.0,727.84,684.0,236.82,1225.78,1116.78,11384900.0,3734500.0,379062.0,81427.0,
宁夏,2016年,2781.39,40363.35,295.025,268.76,248504.0,38354633.0,810.37,695.0,241.0,1360.65,1179.74,12545400.0,3876600.0,324648.0,76144.0,
宁夏,2017年,3200.28,45728.35,,288.5,365050.0,38133788.0,934.97,705.0,250.62,1543.67,1405.99,13727800.0,4175900.0,503605.0,138555,
宁夏,2018年,3510.21,49627.81,,309.37,273853.0,,1040.16,710.0,279.39,1742.69,1488.13,14190000.0,4365200.0,378086.0,104233,
宁夏,2019年,3748.5,54217.0,,335.56,216000.0,-11.1,1135.55,717.0,279.9,1883.8,1584.7,,,348804.0,132803,
宁夏,2020年,3920.6,54528.0,,,125000.0,119600,,721.0,338.0,1973.6,1609.0,14803600.0,4194400.0,177906.0,52747.0,
宁夏,2021年,4522.3,62549.0,,,271000.0,140100,,725.0,364.5,2136.3,2021.6,14278900.0,4600100.0,332000.0,61000.0,
宁夏,2022年,5069.6,69781.0,,,196.78,,,728.0,407.5,2213.0,2449.1,,,386000.0,60.60,
安徽省,1949年,,,,,,200,,2787,,,,2247,5000,,,
安徽省,1950年,,,,,,2200,,2842,,,,7508,11689,,,
安徽省,1951年,,,,,,8000,,2914.0,,,,7896,21132,,,
安徽省,1952年,23,78,2787,16.08,,11500.0,2.76,2966.0,17.2,3.43,2.3,15146,27000,,,179
安徽省,1953年,27,89,2859,18.33,,19500.0,2.94,30663.0,19.94,4.2,2.9,18754,26252,,,207
安徽省,1954年,27.76,89,2862,17.71,,18000.0,3.92,3149.0,20.01,4.72,3.03,22464,29807,,,287
安徽省,1955年,37.15,117,2933,23.32,,25000.0,4.42,3221.4,28.24,5.2,3.71,26479,33575,,,268
安徽省,1956年,35.3,109,2941,19.79,,37000.0,4.82,3261.6,24.7,6.03,4.6,34452,35706,,,302
安徽省,1957年,41.4,126,2981,24.34,678,32300.0,6.32,3356.0,28.1,6.93,6.4,34286,37000,680,,356
安徽省,1958年,51.4,152,2908,18.24,1445,74100.0,6.41,3426.7,29.41,8.4,13.6,108168,45600,1450,,486
安徽省,1959年,58,170,2821,17.22,524,92000.0,8.69,3445.5,27.5,10.81,19.71,144386,92626,524,,606
安徽省,1960年,59.8,185,2545,14.72,298,123000.0,9.39,3085.6,25.6,11.2,23,174208,115921,300,,498
安徽省,1961年,43.7,145,2550,18.56,192,43400.0,9.37,2988.0,23,9.54,11.2,84162,66616,192,,438
安徽省,1962年,39.5,129,2747,27.11,149,24000.0,6.41,3134.0,22.7,8.9,7.91,39000,47000,150,,387
安徽省,1963年,40.81,128,2845,25.57,68,30300.0,6.19,3232.3,22.8,9.34,8.7,51999,60796,70,,387
安徽省,1964年,44.97,140,2795,24.15,297,42000.0,6.4,3124.1,23.64,10.01,11.32,62953,76508,300,,386
安徽省,1965年,52.75,163,2889,29.01,591,35200.0,7.67,3286.0,28.1,10.1,14.56,59408,76000,591,,310.0
安徽省,1966年,59.82,179,3001,33.76,756,37000.0,8.67,3407.0,32.13,10.61,17.1,69910,86309,760,,406
安徽省,1967年,56.9,164,3108,34.85,55,23200.0,9.64,3523.0,34.21,10.6,12.11,63630,53621,60,,415
安徽省,1968年,56.1,157,3227,37.23,7,23300.0,9.12,3641.0,35.2,9.64,11.3,50051,48286,,,414
安徽省,1969年,58.1,157,3360,36.4,,37300.0,8.65,3762.0,32.4,10,15.7,75130,70976,,,402
安徽省,1970年,71.8,186,3522,42.04,,67000.0,10.22,3940.0,40.1,11.2,20.52,105176,111000,,,331.0
安徽省,1971年,80,200,3634,46.74,,87000.0,11.3,4073.0,42.6,12.62,24.81,110022,139409,,,439
安徽省,1972年,85.9,208,3750,50.74,,85000.0,12.07,4199.3,46,13.93,26,124543,149045,,,449
安徽省,1973年,92.3,216,3857,53.84,1113,95200.0,12.7,4317.0,49,14.9,28.4,125245,169016,1113,,460
安徽省,1974年,91.5,210,3945,51.5,1129,91400.0,11.36,4409.0,50.31,15.3,25.9,133298,133727,1130,,464
安徽省,1975年,97.1,218,4019.0,54.91,657,99000.0,12.29,4492.6,50.03,17.9,29.2,133000,157000,660,,378.0
安徽省,1976年,105.8,234,4078,61.57,639,114000.0,14.24,4558.0,55.3,19.11,31.4,147765,178920,640,,480
安徽省,1977年,108.1,235,4145,62.16,335,101300.0,14.87,4628.0,52.9,20.5,34.7,148010,184558,340,,483
安徽省,1978年,114.1,244.0,4209.0,62.03,1100,131500.0,15.14,4713.0,53.8,19.7,40.6,182000,225000,1062,,504.0
